PS100;PS80;PS60;PS40;PS20
1;0;0;0;0;
0;0.548;0.452;0;0;
1;0;0;0;0;
0;0.743;0.257;0;0;
1;0;0;0;0;
0;0;0.842;0.158;0;
1;0;0;0;0;
0;0.119;0.881;0;0;
0.822;0.178;0;0;0;
0;0;0.407;0.593;0;
1;0;0;0;0;
0;0;0.572;0.428;0;
1;0;0;0;0;
0;0;0;0.884;0.116;
1;0;0;0;0;
0;0;0.426;0.574;0;
1;0;0;0;0;
0;0;0.17;0.83;0;
1;0;0;0;0;
0;0;0.821;0.179;0;
1;0;0;0;0;
0;0;0.364;0.636;0;
1;0;0;0;0;
0;0;0.79;0.21;0;
0.989;0.011;0;0;0;
0;0;0.133;0.867;0;
1;0;0;0;0;
0;0;0.59;0.41;0;
1;0;0;0;0;
0;0;0.094;0.906;0;
1;0;0;0;0;
0;0;0.309;0.691;0;
1;0;0;0;0;
0;0;0;0.501;0.499;
1;0;0;0;0;
0;0;0;0.915;0.085;
1;0;0;0;0;
0;0;0;0.466;0.534;
1;0;0;0;0;
0;0;0.161;0.839;0;
1;0;0;0;0;
0;0;0;0.786;0.214;
1;0;0;0;0;
0;0;0.272;0.728;0;
1;0;0;0;0;
0;0;0;0.642;0.358;
1;0;0;0;0;
0;0;0.002;0.998;0;
1;0;0;0;0;
0;0;0;0.478;0.522;
1;0;0;0;0;
0;0;0.065;0.935;0;
1;0;0;0;0;
0;0;0;0.696;0.304;
1;0;0;0;0;
0;0;0.286;0.714;0;
1;0;0;0;0;
0;0;0;0.702;0.298;
1;0;0;0;0;
0;0;0.136;0.864;0;
1;0;0;0;0;
0;0;0;0.747;0.253;
1;0;0;0;0;
0;0;0.441;0.559;0;
1;0;0;0;0;
0;0;0;0.817;0.183;
1;0;0;0;0;
0;0;0.136;0.864;0;
1;0;0;0;0;
0;0;0;0.5;0.5;
1;0;0;0;0;
0;0;0;0.983;0.017;
1;0;0;0;0;
0;0;0;0.382;0.618;
1;0;0;0;0;
0;0;0;0.925;0.075;
1;0;0;0;0;
0;0;0;0.434;0.566;
1;0;0;0;0;
0;0;0.012;0.988;0;
1;0;0;0;0;
0;0;0;0.684;0.316;
1;0;0;0;0;
0;0;0.299;0.701;0;
1;0;0;0;0;
0;0;0;0.659;0.341;
1;0;0;0;0;
0;0;0;0.949;0.051;
1;0;0;0;0;
0;0;0;0.315;0.685;
1;0;0;0;0;
0;0;0;0.817;0.183;
1;0;0;0;0;
0;0;0;0.421;0.579;
1;0;0;0;0;
0;0;0.068;0.932;0;
1;0;0;0;0;
0;0;0;0.559;0.441;
1;0;0;0;0;
0;0;0.036;0.964;0;
1;0;0;0;0;
0;0;0;0.249;0.751;
1;0;0;0;0;
0;0;0;0.72;0.28;
1;0;0;0;0;
0;0;0;0.24;0.76;
1;0;0;0;0;
0;0;0;0.867;0.133;
1;0;0;0;0;
0;0;0;0.468;0.532;
1;0;0;0;0;
0;0;0.005;0.995;0;
1;0;0;0;0;
0;0;0;0.438;0.562;
1;0;0;0;0;
0;0;0;0.958;0.042;
1;0;0;0;0;
0;0;0;0.631;0.369;
1;0;0;0;0;
0;0;0.399;0.601;0;
