PS100;PS80;PS60;PS40;PS20
0;0.303;0.697;0;0;
0;0.595;0.405;0;0;
0;0.926;0.074;0;0;
0;0.712;0.288;0;0;
0.536;0.464;0;0;0;
0;0.062;0.938;0;0;
0.52;0.48;0;0;0;
0;0;0.519;0.481;0;
0;0.397;0.603;0;0;
0;0;0.9;0.1;0;
0;0.561;0.439;0;0;
0;0.672;0.328;0;0;
0.455;0.545;0;0;0;
0;0.082;0.918;0;0;
0.47;0.53;0;0;0;
0;0;0.629;0.371;0;
0;0.576;0.424;0;0;
0;0.01;0.99;0;0;
0;0.879;0.121;0;0;
0;0.726;0.274;0;0;
0.535;0.465;0;0;0;
0;0.075;0.925;0;0;
0.542;0.458;0;0;0;
0;0;0.516;0.484;0;
0;0.412;0.588;0;0;
0;0;0.89;0.11;0;
0;0.586;0.414;0;0;
0;0.817;0.183;0;0;
0.576;0.424;0;0;0;
0;0.031;0.969;0;0;
0.521;0.479;0;0;0;
0;0;0.553;0.447;0;
0;0.493;0.507;0;0;
0;0;0.938;0.062;0;
0;0.707;0.293;0;0;
0;0.763;0.237;0;0;
0.56;0.44;0;0;0;
0;0.033;0.967;0;0;
0.522;0.478;0;0;0;
0;0;0.535;0.465;0;
0;0.449;0.551;0;0;
0;0;0.927;0.073;0;
0;0.662;0.338;0;0;
0;0.772;0.228;0;0;
0.54;0.46;0;0;0;
0;0.082;0.918;0;0;
0.522;0.478;0;0;0;
0;0;0.535;0.465;0;
0;0.407;0.593;0;0;
0;0;0.903;0.097;0;
0;0.553;0.447;0;0;
0;0.809;0.191;0;0;
0.543;0.457;0;0;0;
0;0.061;0.939;0;0;
0.513;0.487;0;0;0;
0;0;0.541;0.459;0;
0;0.429;0.571;0;0;
0;0;0.893;0.107;0;
0;0.582;0.418;0;0;
0;0.816;0.184;0;0;
0.552;0.448;0;0;0;
0;0.083;0.917;0;0;
0.506;0.494;0;0;0;
0;0;0.557;0.443;0;
0;0.431;0.569;0;0;
0;0;0.891;0.109;0;
0;0.566;0.434;0;0;
0;0.812;0.188;0;0;
0.551;0.449;0;0;0;
0;0.079;0.921;0;0;
0.521;0.479;0;0;0;
0;0;0.505;0.495;0;
0;0.324;0.676;0;0;
0;0;0.825;0.175;0;
0;0.34;0.66;0;0;
0;0.903;0.097;0;0;
0.541;0.459;0;0;0;
0;0.048;0.952;0;0;
0.473;0.527;0;0;0;
0;0;0.62;0.38;0;
0;0.523;0.477;0;0;
0;0;0.939;0.061;0;
0;0.699;0.301;0;0;
0;0.747;0.253;0;0;
0.493;0.507;0;0;0;
0;0.052;0.948;0;0;
0.435;0.565;0;0;0;
0;0;0.704;0.296;0;
0;0.621;0.379;0;0;
0;0;0.986;0.014;0;
0;0.812;0.188;0;0;
0;0.695;0.305;0;0;
0.438;0.562;0;0;0;
0;0.125;0.875;0;0;
0.419;0.581;0;0;0;
0;0;0.74;0.26;0;
0;0.674;0.326;0;0;
0;0;0.985;0.015;0;
0;0.846;0.154;0;0;
0;0.703;0.297;0;0;
0.438;0.562;0;0;0;
0;0.019;0.981;0;0;
0.324;0.676;0;0;0;
0;0;0.921;0.079;0;
0;0.913;0.087;0;0;
0;0.155;0.845;0;0;
0.11;0.89;0;0;0;
0;0.412;0.588;0;0;
0.232;0.768;0;0;0;
0;0.192;0.808;0;0;
0.321;0.679;0;0;0;
0;0;0.975;0.025;0;
0;0.997;0.003;0;0;
0;0.269;0.731;0;0;
0.256;0.744;0;0;0;
0;0.086;0.914;0;0;
0.063;0.937;0;0;0;
0;0.25;0.75;0;0;
0.289;0.711;0;0;0;
0;0.031;0.969;0;0;
