PS100;PS80;PS60;PS40;PS20
1;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
0.444444;0.555556;0;0;0;
1;0;0;0;0;
0.722222;0.277778;0;0;0;
1;0;0;0;0;
0.166667;0.833333;0;0;0;
1;0;0;0;0;
0.722222;0.277778;0;0;0;
1;0;0;0;0;
0.166667;0.833333;0;0;0;
1;0;0;0;0;
0.722222;0.277778;0;0;0;
1;0;0;0;0;
0.666667;0.333333;0;0;0;
1;0;0;0;0;
0.722222;0.277778;0;0;0;
1;0;0;0;0;
0;0.833333;0.166667;0;0;
1;0;0;0;0;
0.0555556;0.944444;0;0;0;
1;0;0;0;0;
0;0.611111;0.388889;0;0;
1;0;0;0;0;
0;0.944444;0.0555556;0;0;
1;0;0;0;0;
0;0.333333;0.666667;0;0;
1;0;0;0;0;
0;0.722222;0.277778;0;0;
1;0;0;0;0;
0;0.166667;0.833333;0;0;
1;0;0;0;0;
0;0.555556;0.444444;0;0;
1;0;0;0;0;
0;0;0.722222;0.277778;0;
1;0;0;0;0;
0;0;0.888889;0.111111;0;
1;0;0;0;0;
0;0;0;0.888889;0.111111;
1;0;0;0;0;
0;0;0;0.777778;0.222222;
1;0;0;0;0;
0;0;0;0.222222;0.777778;
1;0;0;0;0;
0;0;0;0.555556;0.444444;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0.333333;0.666667;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0.166667;0.833333;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
0.944444;0.0555556;0;0;0;
0;0;0;0;1;
0.166667;0.833333;0;0;0;
0;0;0;0;1;
0;0;0.722222;0.277778;0;
0;0;0;0;1;
0;0.166667;0.833333;0;0;
0;0;0;0;1;
0;0.888889;0.111111;0;0;
0;0;0;0;1;
0.888889;0.111111;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
0.944444;0.0555556;0;0;0;
0;0;0;0;1;
0.277778;0.722222;0;0;0;
0;0;0;0;1;
0.444444;0.555556;0;0;0;
0;0;0;0;1;
0.944444;0.0555556;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0;1;
