PS100;PS80;PS60;PS40;PS20
1;0;0;0;0;
0;0.458333;0.541667;0;0;
1;0;0;0;0;
0;0.654167;0.345833;0;0;
0.86875;0.13125;0;0;0;
0;0;0.835417;0.164583;0;
0.89375;0.10625;0;0;0;
0;0.354167;0.645833;0;0;
0.389583;0.610417;0;0;0;
0;0;0.952083;0.0479167;0;
0.495833;0.504167;0;0;0;
0;0.55;0.45;0;0;
0.30625;0.69375;0;0;0;
0;0.0875;0.9125;0;0;
0.5125;0.4875;0;0;0;
0;0.635417;0.364583;0;0;
0.34375;0.65625;0;0;0;
0;0.05625;0.94375;0;0;
0.55;0.45;0;0;0;
0;0.533333;0.466667;0;0;
0.277083;0.722917;0;0;0;
0;0;0.9375;0.0625;0;
0.422917;0.577083;0;0;0;
0;0.420833;0.579167;0;0;
0.127083;0.872917;0;0;0;
0;0.0708333;0.929167;0;0;
0.18125;0.81875;0;0;0;
0;0.683333;0.316667;0;0;
0.0875;0.9125;0;0;0;
0;0.225;0.775;0;0;
0.339583;0.660417;0;0;0;
0;0.55625;0.44375;0;0;
0.172917;0.827083;0;0;0;
0;0;0.972917;0.0270833;0;
0.208333;0.791667;0;0;0;
0;0.5375;0.4625;0;0;
0;0.864583;0.135417;0;0;
0;0.0625;0.9375;0;0;
0;0.954167;0.0458333;0;0;
0;0.677083;0.322917;0;0;
0;0.785417;0.214583;0;0;
0;0;0.997917;0.00208333;0;
0;0.979167;0.0208333;0;0;
0;0.714583;0.285417;0;0;
0;0.825;0.175;0;0;
0;0.0479167;0.952083;0;0;
0;0.766667;0.233333;0;0;
0;0.483333;0.516667;0;0;
0;0.358333;0.641667;0;0;
0;0;0.495833;0.504167;0;
0;0.8625;0.1375;0;0;
0;0;0.852083;0.147917;0;
0;0.1875;0.8125;0;0;
0;0;0.0770833;0.922917;0;
0.195833;0.804167;0;0;0;
0;0;0.345833;0.654167;0;
0;0.845833;0.154167;0;0;
0;0;0.13125;0.86875;0;
0.470833;0.529167;0;0;0;
0;0;0.4125;0.5875;0;
0.177083;0.822917;0;0;0;
0;0;0.08125;0.91875;0;
0.675;0.325;0;0;0;
0;0;0.1375;0.8625;0;
0.522917;0.477083;0;0;0;
0;0;0;0.441667;0.558333;
1;0;0;0;0;
0;0;0;0.560417;0.439583;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0.616667;0.383333;
1;0;0;0;0;
0;0;0;0.05625;0.94375;
1;0;0;0;0;
0;0;0;0.822917;0.177083;
1;0;0;0;0;
0;0;0;0.422917;0.577083;
1;0;0;0;0;
0;0;0.160417;0.839583;0;
1;0;0;0;0;
0;0;0;0.5;0.5;
1;0;0;0;0;
0;0;0.05;0.95;0;
1;0;0;0;0;
0;0;0;0.285417;0.714583;
1;0;0;0;0;
0;0;0;0.81875;0.18125;
1;0;0;0;0;
0;0;0;0.227083;0.772917;
1;0;0;0;0;
0;0;0;0.88125;0.11875;
1;0;0;0;0;
0;0;0;0.2875;0.7125;
1;0;0;0;0;
0;0;0;0.852083;0.147917;
1;0;0;0;0;
0;0;0;0.220833;0.779167;
1;0;0;0;0;
0;0;0;0.866667;0.133333;
1;0;0;0;0;
0;0;0;0.364583;0.635417;
1;0;0;0;0;
0;0;0.13125;0.86875;0;
1;0;0;0;0;
0;0;0;0.627083;0.372917;
1;0;0;0;0;
0;0;0.129167;0.870833;0;
1;0;0;0;0;
0;0;0;0.497917;0.502083;
1;0;0;0;0;
0;0;0.0979167;0.902083;0;
1;0;0;0;0;
0;0;0;0.58125;0.41875;
1;0;0;0;0;
0;0;0.2125;0.7875;0;
1;0;0;0;0;
0;0;0;0.597917;0.402083;
1;0;0;0;0;
0;0;0.13125;0.86875;0;
