SP;Target=0.1	SP;Target=0.2	SP;Target=0.3	SP;Target=0.4	SP;Target=0.5	SP;Target=0.6	SP;Target=0.7	SP;Target=0.8	SP;Target=0.9
0.130179	0.65219325	0.260358	0.6517055	0.390537	0.6482715	0.520716	0.64529675	0.650895	0.6464285	0.781073	0.65013725	0.911252	0.6463585	1.04143	0.656956	1.17161	0.64919825
0.130179	1.03385825	0.260358	1.021328	0.390537	1.033784	0.520716	1.01838825	0.650895	1.01468425	0.781073	1.01492675	0.911252	1.01386	1.04143	1.02277	1.17161	1.0163535
0.130179	0.1018915	0.260358	0.102285	0.390537	0.26425425	0.520716	0.3838495	0.650895	0.61471325	0.781073	0.7494975	0.911252	0.891026	1.04143	0.971572	1.17161	1.13772725
0.130179	0.10314925	0.260358	0.26577675	0.390537	0.3385645	0.520716	0.591164	0.650895	0.597123	0.781073	0.74225025	0.911252	0.89882475	1.04143	1.13226875	1.17161	1.072526
0.130179	0.103691	0.260358	0.19694575	0.390537	0.5067725	0.520716	0.528014	0.650895	0.5997175	0.781073	0.75409225	0.911252	0.91503875	1.04143	0.992075	1.17161	1.210679
0.130179	0.108561	0.260358	0.36522375	0.390537	0.3880125	0.520716	0.622329	0.650895	0.61376175	0.781073	0.7493195	0.911252	0.83001875	1.04143	0.98433125	1.17161	1.21502025
0.130179	0.1064035	0.260358	0.279949	0.390537	0.308729	0.520716	0.46264275	0.650895	0.7409095	0.781073	0.7426585	0.911252	0.9852265	1.04143	1.15708075	1.17161	1.09625175
0.130179	0.1095385	0.260358	0.282455	0.390537	0.36415675	0.520716	0.41226625	0.650895	0.6001045	0.781073	0.7660325	0.911252	0.92334325	1.04143	1.001694	1.17161	1.21862
0.130179	0.1095315	0.260358	0.281227	0.390537	0.3717465	0.520716	0.4688505	0.650895	0.61752975	0.781073	0.92613875	0.911252	0.927836	1.04143	1.0134895	1.17161	1.23427475
0.130179	0.1122815	0.260358	0.1079295	0.390537	0.528786	0.520716	0.6813405	0.650895	0.75307775	0.781073	0.760088	0.911252	0.75705025	1.04143	1.01096425	1.17161	1.087853
0.130179	0.1097125	0.260358	0.270207	0.390537	0.22798125	0.520716	0.5525185	0.650895	0.677583	0.781073	0.77877875	0.911252	1.03455675	1.04143	1.02193925	1.17161	1.2483195
0.130179	0.11115075	0.260358	0.365907	0.390537	0.534736	0.520716	0.48648725	0.650895	0.6343045	0.781073	0.76247475	0.911252	0.93467925	1.04143	1.03510225	1.17161	1.10285725
0.130179	0.3870415	0.260358	0.294149	0.390537	0.408939	0.520716	0.47417775	0.650895	0.619404	0.781073	0.77795375	0.911252	0.787272	1.04143	1.11611275	1.17161	1.26958525
0.130179	0.11845025	0.260358	0.118835	0.390537	0.46276275	0.520716	0.6502145	0.650895	0.62548275	0.781073	0.798013	0.911252	0.9008915	1.04143	1.0595995	1.17161	1.212742
0.130179	0.11930875	0.260358	0.38985575	0.390537	0.21829775	0.520716	0.39332875	0.650895	0.6363715	0.781073	0.7928365	0.911252	0.911202	1.04143	1.048152	1.17161	1.0604805
0.130179	0.11932825	0.260358	0.11976625	0.390537	0.38681775	0.520716	0.65333175	0.650895	0.64001825	0.781073	0.80823525	0.911252	0.917339	1.04143	0.91161375	1.17161	1.167517
