PS100;PS80;PS60;PS40;PS20
0;0;0.726;0.274;0;
0;0;0.733;0.267;0;
0;0;0.737;0.263;0;
0;0.436;0.564;0;0;
0.126;0.874;0;0;0;
0;0.47;0.53;0;0;
0.584;0.416;0;0;0;
0;0;0.276;0.724;0;
0;0;0.747;0.253;0;
0;0;0.145;0.855;0;
0;0;0;0.739;0.261;
0;0.704;0.296;0;0;
0;0.984;0.016;0;0;
0;0.588;0.412;0;0;
0.623;0.377;0;0;0;
0;0;0.283;0.717;0;
0;0;0.834;0.166;0;
0;0;0.408;0.592;0;
0;0;0.49;0.51;0;
0;0.526;0.474;0;0;
0.146;0.854;0;0;0;
0;0.445;0.555;0;0;
0.651;0.349;0;0;0;
0;0;0.279;0.721;0;
0;0;0.823;0.177;0;
0;0;0.34;0.66;0;
0;0;0.23;0.77;0;
0;0.181;0.819;0;0;
0;0.835;0.165;0;0;
0;0.166;0.834;0;0;
0.172;0.828;0;0;0;
0;0.058;0.942;0;0;
0.013;0.987;0;0;0;
0;0.347;0.653;0;0;
0.43;0.57;0;0;0;
0;0;0.513;0.487;0;
0;0.023;0.977;0;0;
0;0;0.757;0.243;0;
0;0.025;0.975;0;0;
0;0.776;0.224;0;0;
0.324;0.676;0;0;0;
0;0.282;0.718;0;0;
0.567;0.433;0;0;0;
0;0;0.32;0.68;0;
0;0;0.705;0.295;0;
0;0;0;0.993;0.007;
0;0;0;0.302;0.698;
0.862;0.138;0;0;0;
0;0;0.917;0.083;0;
0;0.895;0.105;0;0;
0;0.638;0.362;0;0;
0;0.561;0.439;0;0;
0.273;0.727;0;0;0;
0;0.262;0.738;0;0;
0.513;0.487;0;0;0;
0;0;0.369;0.631;0;
0;0;0.874;0.126;0;
0;0;0.409;0.591;0;
0;0;0.288;0.712;0;
0;0.254;0.746;0;0;
0;0.856;0.144;0;0;
0;0.238;0.762;0;0;
0.271;0.729;0;0;0;
0;0;0.812;0.188;0;
0;0.641;0.359;0;0;
0;0.132;0.868;0;0;
0.076;0.924;0;0;0;
0;0.204;0.796;0;0;
0.001;0.999;0;0;0;
0;0.588;0.412;0;0;
0.532;0.468;0;0;0;
0;0;0.376;0.624;0;
0;0;0.849;0.151;0;
0;0;0.399;0.601;0;
0;0;0.294;0.706;0;
0;0.222;0.778;0;0;
0;0.871;0.129;0;0;
0;0.245;0.755;0;0;
0.238;0.762;0;0;0;
0;0;0.884;0.116;0;
0;0.744;0.256;0;0;
0;0.223;0.777;0;0;
0.225;0.775;0;0;0;
0;0;0.961;0.039;0;
0;0.93;0.07;0;0;
0;0.431;0.569;0;0;
0.443;0.557;0;0;0;
0;0;0.536;0.464;0;
0;0.202;0.798;0;0;
0;0;0.878;0.122;0;
0;0.466;0.534;0;0;
0;0.584;0.416;0;0;
0.327;0.673;0;0;0;
0;0.339;0.661;0;0;
0.716;0.284;0;0;0;
0;0;0.202;0.798;0;
0;0;0.737;0.263;0;
0;0;0.176;0.824;0;
0;0;0;0.955;0.045;
0;0.178;0.822;0;0;
0;0.797;0.203;0;0;
0;0.195;0.805;0;0;
0.274;0.726;0;0;0;
0;0;0.845;0.155;0;
0;0.768;0.232;0;0;
0;0.284;0.716;0;0;
0.244;0.756;0;0;0;
0;0;0.894;0.106;0;
0;0.823;0.177;0;0;
0;0.321;0.679;0;0;
0.328;0.672;0;0;0;
0;0;0.679;0.321;0;
0;0.458;0.542;0;0;
0;0;0.99;0.01;0;
0;0.825;0.175;0;0;
0;0.486;0.514;0;0;
0.302;0.698;0;0;0;
0;0.231;0.769;0;0;
0.605;0.395;0;0;0;
0;0;0.253;0.747;0;
