
HM software: Encoder Version [16.2] (including RExt)[Mac OS X][GCC 4.2.1][64 bit] 


Input          File               : /Users/grellert/origCfP/cropped/Traffic_2560x1600_30_crop.yuv
Bitstream      File               : str.bin
Reconstruction File               : rec.yuv
Real     Format                   : 2560x1600 30Hz
Internal Format                   : 2560x1600 30Hz
Sequence PSNR output              : Linear average only
Sequence MSE output               : Disabled
Frame MSE output                  : Disabled
Cabac-zero-word-padding           : Disabled
Frame/Field                       : Frame based coding
Frame index                       : 0 - 127 (128 frames)
Profile                           : main
CU size / depth                   : 64 / 4
RQT trans. size (min / max)       : 4 / 32
Max RQT depth inter               : 3
Max RQT depth intra               : 3
Min PCM size                      : 8
Motion search range               : 64
Intra period                      : -1
Decoding refresh type             : 0
QP                                : 37.00
Max dQP signaling depth           : 0
FME                               : 2

Processor Frequency (Mhz)        : 2000
Processor Availability             : 1.000
Target FPS                         : 23.500
Budgeting Algorithm                : 3
PID KP                             : 0.840
PID K                              : 0.420
PID KD                             : 0.420
SP                                 : 20.668

Cb QP Offset                      : 0
Cr QP Offset                      : 0
Max CU chroma QP adjustment depth : -1
QP adaptation                     : 0 (range=0)
GOP size                          : 4
Input bit depth                   : (Y:8, C:8)
MSB-extended bit depth            : (Y:8, C:8)
Internal bit depth                : (Y:8, C:8)
PCM sample bit depth              : (Y:8, C:8)
Extended precision processing     : Disabled
Intra reference smoothing         : Enabled
Implicit residual DPCM            : Disabled
Explicit residual DPCM            : Disabled
Residual rotation                 : Disabled
Single significance map context   : Disabled
Cross-component prediction        : Disabled
High-precision prediction weight  : Disabled
Golomb-Rice parameter adaptation  : Disabled
CABAC bypass bit alignment        : Disabled
Sao Luma Offset bit shifts        : 0
Sao Chroma Offset bit shifts      : 0
Cost function:                    : Lossy coding (default)
RateControl                       : 0
Max Num Merge Candidates          : 5

TOOL CFG: IBD:0 HAD:1 RDQ:1 RDQTS:1 RDpenalty:0 SQP:0 ASR:0 FEN:1 ECU:0 FDM:1 CFM:0 ESD:0 RQT:1 TransformSkip:1 TransformSkipFast:1 TransformSkipLog2MaxSize:2 Slice: M=0 SliceSegment: M=0 CIP:0 SAO:1 PCM:0 TransQuantBypassEnabled:0 WPP:0 WPB:0 PME:2  WaveFrontSynchro:0 WaveFrontSubstreams:1 ScalingList:0 TMVPMode:1 AQpS:0 SignBitHidingFlag:1 RecalQP:0

Non-environment-variable-controlled macros set as follows: 

                                RExt__DECODER_DEBUG_BIT_STATISTICS =   0
                                      RExt__HIGH_BIT_DEPTH_SUPPORT =   0
                            RExt__HIGH_PRECISION_FORWARD_TRANSFORM =   0
                                        O0043_BEST_EFFORT_DECODING =   0
                              RD_TEST_SAO_DISABLE_AT_PICTURE_LEVEL =   0

                   Input ChromaFormatIDC =   4:2:0
       Output (internal) ChromaFormatIDC =   4:2:0

POC    0 TId: 0 ( I-SLICE, nQP 37 QP 37 )     655288 bits [Y 34.3644 dB    U 37.2497 dB    V 39.3652 dB] [ET 20.34 ] [L0 ] [L1 ]
POC    1 TId: 0 ( P-SLICE, nQP 40 QP 40 )       8664 bits [Y 33.6073 dB    U 37.0090 dB    V 39.2109 dB] [ET 23.97 ] [L0 0 ] [L1 ]
POC    2 TId: 0 ( P-SLICE, nQP 39 QP 39 )      15176 bits [Y 33.4581 dB    U 37.0259 dB    V 39.2082 dB] [ET 32.52 ] [L0 1 0 ] [L1 ]
POC    3 TId: 0 ( P-SLICE, nQP 40 QP 40 )      11160 bits [Y 33.1141 dB    U 36.9556 dB    V 39.1756 dB] [ET 38.59 ] [L0 2 1 0 ] [L1 ]
POC    4 TId: 0 ( P-SLICE, nQP 38 QP 38 )      70392 bits [Y 33.9207 dB    U 37.0243 dB    V 39.2850 dB] [ET 56.98 ] [L0 3 2 1 0 ] [L1 ]
POC    5 TId: 0 ( P-SLICE, nQP 40 QP 40 )       8064 bits [Y 33.3408 dB    U 36.9452 dB    V 39.1922 dB] [ET 37.95 ] [L0 4 3 2 0 ] [L1 ]
POC    6 TId: 0 ( P-SLICE, nQP 39 QP 39 )      14296 bits [Y 33.1380 dB    U 36.8876 dB    V 39.1501 dB] [ET 38.35 ] [L0 5 4 3 0 ] [L1 ]
POC    7 TId: 0 ( P-SLICE, nQP 40 QP 40 )      11960 bits [Y 32.8470 dB    U 36.8882 dB    V 39.1409 dB] [ET 39.01 ] [L0 6 5 4 0 ] [L1 ]
POC    8 TId: 0 ( P-SLICE, nQP 38 QP 38 )      88608 bits [Y 33.5919 dB    U 36.9797 dB    V 39.2288 dB] [ET  5.73 ] [L0 7 6 4 0 ] [L1 ]
POC    9 TId: 0 ( P-SLICE, nQP 40 QP 40 )      10040 bits [Y 33.0741 dB    U 36.9259 dB    V 39.1914 dB] [ET 39.09 ] [L0 8 7 4 0 ] [L1 ]
POC   10 TId: 0 ( P-SLICE, nQP 39 QP 39 )      15000 bits [Y 32.6564 dB    U 36.9044 dB    V 39.1586 dB] [ET  4.00 ] [L0 9 8 4 0 ] [L1 ]
POC   11 TId: 0 ( P-SLICE, nQP 40 QP 40 )      15392 bits [Y 32.6593 dB    U 36.8601 dB    V 39.1451 dB] [ET 38.49 ] [L0 10 8 4 0 ] [L1 ]
POC   12 TId: 0 ( P-SLICE, nQP 38 QP 38 )      93840 bits [Y 33.4797 dB    U 36.9523 dB    V 39.2472 dB] [ET  5.63 ] [L0 11 8 4 0 ] [L1 ]
POC   13 TId: 0 ( P-SLICE, nQP 40 QP 40 )       9440 bits [Y 32.9990 dB    U 36.9498 dB    V 39.2354 dB] [ET 38.08 ] [L0 12 8 4 0 ] [L1 ]
POC   14 TId: 0 ( P-SLICE, nQP 39 QP 39 )      14296 bits [Y 32.5889 dB    U 36.8594 dB    V 39.1480 dB] [ET  3.95 ] [L0 13 12 8 4 ] [L1 ]
POC   15 TId: 0 ( P-SLICE, nQP 40 QP 40 )      14984 bits [Y 32.5507 dB    U 36.8321 dB    V 39.1333 dB] [ET 37.59 ] [L0 14 12 8 4 ] [L1 ]
POC   16 TId: 0 ( P-SLICE, nQP 38 QP 38 )      96240 bits [Y 33.4175 dB    U 36.9466 dB    V 39.1765 dB] [ET  5.72 ] [L0 15 12 8 4 ] [L1 ]
POC   17 TId: 0 ( P-SLICE, nQP 40 QP 40 )       8200 bits [Y 32.9264 dB    U 36.8725 dB    V 39.1604 dB] [ET 36.72 ] [L0 16 12 8 4 ] [L1 ]
POC   18 TId: 0 ( P-SLICE, nQP 39 QP 39 )      13000 bits [Y 32.5248 dB    U 36.8267 dB    V 39.0930 dB] [ET  3.86 ] [L0 17 16 12 8 ] [L1 ]
POC   19 TId: 0 ( P-SLICE, nQP 40 QP 40 )      14592 bits [Y 32.5292 dB    U 36.8422 dB    V 39.1109 dB] [ET 37.78 ] [L0 18 16 12 8 ] [L1 ]
POC   20 TId: 0 ( P-SLICE, nQP 38 QP 38 )      92992 bits [Y 33.3501 dB    U 36.9459 dB    V 39.2218 dB] [ET  5.61 ] [L0 19 16 12 8 ] [L1 ]
POC   21 TId: 0 ( P-SLICE, nQP 40 QP 40 )       7984 bits [Y 32.9075 dB    U 36.8899 dB    V 39.1794 dB] [ET 33.60 ] [L0 20 16 12 8 ] [L1 ]
POC   22 TId: 0 ( P-SLICE, nQP 39 QP 39 )      12544 bits [Y 32.5055 dB    U 36.8356 dB    V 39.1325 dB] [ET  3.82 ] [L0 21 20 16 12 ] [L1 ]
POC   23 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13632 bits [Y 32.5017 dB    U 36.8282 dB    V 39.1213 dB] [ET 36.53 ] [L0 22 20 16 12 ] [L1 ]
POC   24 TId: 0 ( P-SLICE, nQP 38 QP 38 )      92976 bits [Y 33.3231 dB    U 36.9263 dB    V 39.2028 dB] [ET  5.57 ] [L0 23 20 16 12 ] [L1 ]
POC   25 TId: 0 ( P-SLICE, nQP 40 QP 40 )       7120 bits [Y 32.9086 dB    U 36.8795 dB    V 39.1564 dB] [ET 35.67 ] [L0 24 20 16 12 ] [L1 ]
POC   26 TId: 0 ( P-SLICE, nQP 39 QP 39 )      12192 bits [Y 32.5014 dB    U 36.8479 dB    V 39.1225 dB] [ET  3.73 ] [L0 25 24 20 16 ] [L1 ]
POC   27 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13416 bits [Y 32.4764 dB    U 36.8312 dB    V 39.1024 dB] [ET 36.70 ] [L0 26 24 20 16 ] [L1 ]
POC   28 TId: 0 ( P-SLICE, nQP 38 QP 38 )      93872 bits [Y 33.3103 dB    U 36.9161 dB    V 39.2243 dB] [ET  5.54 ] [L0 27 24 20 16 ] [L1 ]
POC   29 TId: 0 ( P-SLICE, nQP 40 QP 40 )       8648 bits [Y 32.8595 dB    U 36.8866 dB    V 39.1700 dB] [ET 36.13 ] [L0 28 24 20 16 ] [L1 ]
POC   30 TId: 0 ( P-SLICE, nQP 39 QP 39 )      13440 bits [Y 32.4801 dB    U 36.8143 dB    V 39.1094 dB] [ET  3.76 ] [L0 29 28 24 20 ] [L1 ]
POC   31 TId: 0 ( P-SLICE, nQP 40 QP 40 )      14632 bits [Y 32.4708 dB    U 36.8201 dB    V 39.0960 dB] [ET 36.87 ] [L0 30 28 24 20 ] [L1 ]
POC   32 TId: 0 ( P-SLICE, nQP 38 QP 38 )      93784 bits [Y 33.2658 dB    U 36.8867 dB    V 39.1753 dB] [ET  5.57 ] [L0 31 28 24 20 ] [L1 ]
POC   33 TId: 0 ( P-SLICE, nQP 40 QP 40 )       8544 bits [Y 32.8140 dB    U 36.8321 dB    V 39.1254 dB] [ET 37.89 ] [L0 32 28 24 20 ] [L1 ]
POC   34 TId: 0 ( P-SLICE, nQP 39 QP 39 )      15032 bits [Y 32.4110 dB    U 36.7957 dB    V 39.0809 dB] [ET  3.95 ] [L0 33 32 28 24 ] [L1 ]
POC   35 TId: 0 ( P-SLICE, nQP 40 QP 40 )      15576 bits [Y 32.4623 dB    U 36.7908 dB    V 39.0525 dB] [ET 37.47 ] [L0 34 32 28 24 ] [L1 ]
POC   36 TId: 0 ( P-SLICE, nQP 38 QP 38 )      95144 bits [Y 33.2232 dB    U 36.8378 dB    V 39.1610 dB] [ET  5.75 ] [L0 35 32 28 24 ] [L1 ]
POC   37 TId: 0 ( P-SLICE, nQP 40 QP 40 )      10384 bits [Y 32.7985 dB    U 36.8410 dB    V 39.1138 dB] [ET 39.22 ] [L0 36 32 28 24 ] [L1 ]
POC   38 TId: 0 ( P-SLICE, nQP 39 QP 39 )      15840 bits [Y 32.4030 dB    U 36.7326 dB    V 39.0211 dB] [ET  4.01 ] [L0 37 36 32 28 ] [L1 ]
POC   39 TId: 0 ( P-SLICE, nQP 40 QP 40 )      15880 bits [Y 32.4260 dB    U 36.7426 dB    V 39.0246 dB] [ET 37.32 ] [L0 38 36 32 28 ] [L1 ]
POC   40 TId: 0 ( P-SLICE, nQP 38 QP 38 )      93256 bits [Y 33.2278 dB    U 36.8818 dB    V 39.1619 dB] [ET  5.94 ] [L0 39 36 32 28 ] [L1 ]
POC   41 TId: 0 ( P-SLICE, nQP 40 QP 40 )       9200 bits [Y 32.7439 dB    U 36.8000 dB    V 39.0872 dB] [ET 34.03 ] [L0 40 36 32 28 ] [L1 ]
POC   42 TId: 0 ( P-SLICE, nQP 39 QP 39 )      15680 bits [Y 32.3794 dB    U 36.7464 dB    V 39.0604 dB] [ET  4.12 ] [L0 41 40 36 32 ] [L1 ]
POC   43 TId: 0 ( P-SLICE, nQP 40 QP 40 )      16280 bits [Y 32.3653 dB    U 36.7666 dB    V 39.0482 dB] [ET 39.23 ] [L0 42 40 36 32 ] [L1 ]
POC   44 TId: 0 ( P-SLICE, nQP 38 QP 38 )      96008 bits [Y 33.1801 dB    U 36.8374 dB    V 39.1239 dB] [ET  5.79 ] [L0 43 40 36 32 ] [L1 ]
POC   45 TId: 0 ( P-SLICE, nQP 40 QP 40 )       9528 bits [Y 32.7039 dB    U 36.8179 dB    V 39.1075 dB] [ET 36.73 ] [L0 44 40 36 32 ] [L1 ]
POC   46 TId: 0 ( P-SLICE, nQP 39 QP 39 )      16520 bits [Y 32.3424 dB    U 36.7431 dB    V 39.0310 dB] [ET  3.96 ] [L0 45 44 40 36 ] [L1 ]
POC   47 TId: 0 ( P-SLICE, nQP 40 QP 40 )      16136 bits [Y 32.3793 dB    U 36.7253 dB    V 39.0191 dB] [ET 37.71 ] [L0 46 44 40 36 ] [L1 ]
POC   48 TId: 0 ( P-SLICE, nQP 38 QP 38 )      96424 bits [Y 33.1918 dB    U 36.8374 dB    V 39.1553 dB] [ET  5.79 ] [L0 47 44 40 36 ] [L1 ]
POC   49 TId: 0 ( P-SLICE, nQP 40 QP 40 )       9576 bits [Y 32.7318 dB    U 36.7577 dB    V 39.0992 dB] [ET 34.91 ] [L0 48 44 40 36 ] [L1 ]
POC   50 TId: 0 ( P-SLICE, nQP 39 QP 39 )      16912 bits [Y 32.3923 dB    U 36.7674 dB    V 39.0576 dB] [ET  3.98 ] [L0 49 48 44 40 ] [L1 ]
POC   51 TId: 0 ( P-SLICE, nQP 40 QP 40 )      15016 bits [Y 32.3872 dB    U 36.7600 dB    V 39.0330 dB] [ET 38.65 ] [L0 50 48 44 40 ] [L1 ]
POC   52 TId: 0 ( P-SLICE, nQP 38 QP 38 )      93952 bits [Y 33.1945 dB    U 36.8367 dB    V 39.1580 dB] [ET  5.91 ] [L0 51 48 44 40 ] [L1 ]
POC   53 TId: 0 ( P-SLICE, nQP 40 QP 40 )       9464 bits [Y 32.7231 dB    U 36.7371 dB    V 39.0521 dB] [ET 34.85 ] [L0 52 48 44 40 ] [L1 ]
POC   54 TId: 0 ( P-SLICE, nQP 39 QP 39 )      15584 bits [Y 32.3874 dB    U 36.7156 dB    V 39.0470 dB] [ET  4.04 ] [L0 53 52 48 44 ] [L1 ]
POC   55 TId: 0 ( P-SLICE, nQP 40 QP 40 )      15216 bits [Y 32.3529 dB    U 36.7220 dB    V 39.0311 dB] [ET 38.54 ] [L0 54 52 48 44 ] [L1 ]
POC   56 TId: 0 ( P-SLICE, nQP 38 QP 38 )      95912 bits [Y 33.1789 dB    U 36.8336 dB    V 39.1201 dB] [ET  5.91 ] [L0 55 52 48 44 ] [L1 ]
POC   57 TId: 0 ( P-SLICE, nQP 40 QP 40 )      10800 bits [Y 32.7160 dB    U 36.7863 dB    V 39.0967 dB] [ET 34.15 ] [L0 56 52 48 44 ] [L1 ]
POC   58 TId: 0 ( P-SLICE, nQP 39 QP 39 )      16344 bits [Y 32.3375 dB    U 36.7315 dB    V 39.0189 dB] [ET  4.04 ] [L0 57 56 52 48 ] [L1 ]
POC   59 TId: 0 ( P-SLICE, nQP 40 QP 40 )      15336 bits [Y 32.3292 dB    U 36.7531 dB    V 39.0406 dB] [ET 36.93 ] [L0 58 56 52 48 ] [L1 ]
POC   60 TId: 0 ( P-SLICE, nQP 38 QP 38 )      96312 bits [Y 33.1619 dB    U 36.8246 dB    V 39.1116 dB] [ET  5.79 ] [L0 59 56 52 48 ] [L1 ]
POC   61 TId: 0 ( P-SLICE, nQP 40 QP 40 )       9792 bits [Y 32.6973 dB    U 36.7763 dB    V 39.0880 dB] [ET 36.43 ] [L0 60 56 52 48 ] [L1 ]
POC   62 TId: 0 ( P-SLICE, nQP 39 QP 39 )      15696 bits [Y 32.3017 dB    U 36.6911 dB    V 39.0101 dB] [ET  3.98 ] [L0 61 60 56 52 ] [L1 ]
POC   63 TId: 0 ( P-SLICE, nQP 40 QP 40 )      15944 bits [Y 32.3335 dB    U 36.7234 dB    V 39.0225 dB] [ET 37.37 ] [L0 62 60 56 52 ] [L1 ]
POC   64 TId: 0 ( P-SLICE, nQP 38 QP 38 )     100592 bits [Y 33.1561 dB    U 36.8043 dB    V 39.1043 dB] [ET  5.84 ] [L0 63 60 56 52 ] [L1 ]
POC   65 TId: 0 ( P-SLICE, nQP 40 QP 40 )       9752 bits [Y 32.7038 dB    U 36.7610 dB    V 39.0693 dB] [ET 35.73 ] [L0 64 60 56 52 ] [L1 ]
POC   66 TId: 0 ( P-SLICE, nQP 39 QP 39 )      15008 bits [Y 32.3235 dB    U 36.7191 dB    V 39.0146 dB] [ET  3.97 ] [L0 65 64 60 56 ] [L1 ]
POC   67 TId: 0 ( P-SLICE, nQP 40 QP 40 )      15464 bits [Y 32.3372 dB    U 36.7224 dB    V 39.0166 dB] [ET 36.93 ] [L0 66 64 60 56 ] [L1 ]
