SP;Target=0.8	SP;Target=0.4	SP;Target=0.3	SP;Target=0.9	SP;Target=0.7	SP;Target=0.5	SP;Target=0.2	SP;Target=0.0	SP;Target=0.1	SP;Target=0.6
7.91334	5.976715	3.95667	5.9799725	2.9675	5.889165	8.90251	6.0107975	6.92418	5.958145	4.94584	5.9369325	1.97834	5.9535475	0.0	5.9370675	0.989168	5.9676225	5.93501	5.9785075
7.91334	8.801545	3.95667	8.779415	2.9675	8.889665	8.90251	8.84968	6.92418	8.8293775	4.94584	8.8116075	1.97834	8.8285325	0.0	8.791015	0.989168	8.81555	5.93501	8.82441
7.91334	7.4628525	3.95667	4.096803	2.9675	2.55972175	8.90251	8.756815	6.92418	5.7511995	4.94584	5.2266875	1.97834	0.645765	0.0	0.64113325	0.989168	0.64214575	5.93501	5.24425375
7.91334	8.382315	3.95667	2.40782875	2.9675	2.461957	8.90251	8.886845	6.92418	6.74722475	4.94584	3.40584325	1.97834	2.40018375	0.0	0.64404675	0.989168	0.6453245	5.93501	6.658444
7.91334	7.61631	3.95667	3.96890875	2.9675	1.7576425	8.90251	8.86015	6.92418	8.1572175	4.94584	4.3525895	1.97834	2.36867075	0.0	0.63011525	0.989168	0.62656875	5.93501	5.2502515
7.91334	7.87274	3.95667	5.02638075	2.9675	3.44212225	8.90251	8.8474425	6.92418	6.99934	4.94584	5.47486225	1.97834	0.627169	0.0	0.6250025	0.989168	0.62289175	5.93501	6.54119625
7.91334	7.5728075	3.95667	3.36448875	2.9675	2.66805225	8.90251	9.0504775	6.92418	6.30747625	4.94584	5.65053775	1.97834	2.5742605	0.0	0.6425415	0.989168	0.64434625	5.93501	5.21559975
7.91334	8.6115275	3.95667	3.955344	2.9675	2.86360875	8.90251	8.7496175	6.92418	7.176405	4.94584	4.157456	1.97834	2.32976675	0.0	0.61732825	0.989168	0.61929675	5.93501	6.5340465
7.91334	7.314395	3.95667	3.962434	2.9675	3.38290775	8.90251	8.861055	6.92418	6.6754475	4.94584	5.549657	1.97834	2.36258125	0.0	0.61800275	0.989168	2.53290075	5.93501	5.164054
7.91334	7.563485	3.95667	4.00312625	2.9675	2.5955425	8.90251	9.043355	6.92418	7.43132475	4.94584	4.22482325	1.97834	0.63815475	0.0	0.6499855	0.989168	0.64540275	5.93501	6.38014425
7.91334	7.830095	3.95667	4.0625115	2.9675	2.94352675	8.90251	9.0368025	6.92418	7.2183475	4.94584	5.6806075	1.97834	2.58788075	0.0	0.65745275	0.989168	0.65785875	5.93501	5.82443275
7.91334	7.8094075	3.95667	3.5340665	2.9675	3.44460925	8.90251	9.0936575	6.92418	5.25709575	4.94584	4.36275825	1.97834	2.4844395	0.0	0.66289525	0.989168	0.666554	5.93501	5.4039185
7.91334	9.0601075	3.95667	4.28306275	2.9675	2.61783975	8.90251	8.54865	6.92418	8.6272225	4.94584	5.656998	1.97834	0.6569555	0.0	0.65265425	0.989168	0.657457	5.93501	5.70394825
7.91334	7.5586325	3.95667	2.80728625	2.9675	2.886327	8.90251	9.037385	6.92418	6.24573875	4.94584	4.205362	1.97834	3.49905625	0.0	0.6508225	0.989168	2.430653	5.93501	5.67687175
7.91334	7.668945	3.95667	4.38557275	2.9675	3.05107225	8.90251	8.8543775	6.92418	6.7632325	4.94584	5.61436025	1.97834	0.6442565	0.0	0.65101525	0.989168	0.670483	5.93501	7.3738365
7.91334	7.566155	3.95667	5.040198	2.9675	3.07664975	8.90251	8.943035	6.92418	5.77237525	4.94584	4.243269	1.97834	2.55641975	0.0	0.65548425	0.989168	0.6575445	5.93501	4.907017
7.91334	9.1665025	3.95667	3.45937175	2.9675	3.00639375	8.90251	8.93105	6.92418	7.4722485	4.94584	5.678398	1.97834	2.38804025	0.0	0.6493095	0.989168	0.6504485	5.93501	5.663926
7.91334	7.11671	3.95667	3.927125	2.9675	2.82546625	8.90251	8.77839	6.92418	7.79158025	4.94584	4.1432395	1.97834	2.330407	0.0	0.60735925	0.989168	0.61488225	5.93501	5.52842825
7.91334	7.3532875	3.95667	5.0114545	2.9675	2.956176	8.90251	8.6706525	6.92418	6.6565875	4.94584	5.3552845	1.97834	0.58097025	0.0	0.58816875	0.989168	2.28518575	5.93501	6.29533975
7.91334	8.6339625	3.95667	2.56179375	2.9675	2.91704175	8.90251	8.6791725	6.92418	6.28539375	4.94584	4.21196975	1.97834	2.4685735	0.0	0.59047575	0.989168	0.598686	5.93501	7.10070575
7.91334	8.27067	3.95667	3.55053475	2.9675	2.97367	8.90251	8.800155	6.92418	8.310875	4.94584	5.43079875	1.97834	1.57053875	0.0	0.63074275	0.989168	0.6282195	5.93501	6.0959775
7.91334	7.4855625	3.95667	4.27769425	2.9675	3.03674475	8.90251	9.05803	6.92418	6.201851	4.94584	5.65249325	1.97834	3.487196	0.0	0.655541	0.989168	0.652264	5.93501	5.347007
