PS100;PS80;PS60;PS40;PS20
0.911;0.089;0;0;0;
0.002;0.039;0.873;0.086;0;
1;0;0;0;0;
0.009;0.072;0.919;0;0;
0.325;0.675;0;0;0;
0.008;0.031;0.526;0.435;0;
0.617;0.383;0;0;0;
0.005;0.015;0.778;0.202;0;
0.292;0.708;0;0;0;
0.002;0.044;0.381;0.573;0;
0.79;0.21;0;0;0;
0.007;0.045;0.636;0.312;0;
0.555;0.445;0;0;0;
0.008;0.065;0.213;0.714;0;
1;0;0;0;0;
0.004;0.012;0.684;0.3;0;
0.796;0.204;0;0;0;
0;0.01;0.289;0.701;0;
1;0;0;0;0;
0.003;0.012;0.907;0.078;0;
0.651;0.349;0;0;0;
0.009;0.094;0.431;0.466;0;
1;0;0;0;0;
0.002;0.026;0.967;0.005;0;
0.511;0.489;0;0;0;
0.008;0.061;0.506;0.425;0;
0.901;0.099;0;0;0;
0.002;0.009;0.768;0.221;0;
0.552;0.448;0;0;0;
0;0;0.183;0.817;0;
1;0;0;0;0;
0.005;0.013;0.395;0.587;0;
0.924;0.076;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0;0.206;0.794;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.002;0.021;0.303;0.674;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.004;0.013;0.404;0.579;0;
0.955;0.045;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.001;0.005;0.29;0.704;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.004;0.038;0.131;0.827;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.012;0.046;0.201;0.741;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.002;0.017;0.392;0.589;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.003;0.009;0.428;0.56;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.003;0.01;0.335;0.652;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.006;0.032;0.255;0.707;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.007;0.032;0.307;0.654;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.006;0.024;0.359;0.611;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.005;0.019;0.581;0.395;0;
0.947;0.053;0;0;0;
0;0;0.057;0.943;0;
1;0;0;0;0;
0.009;0.036;0.477;0.478;0;
1;0;0;0;0;
0;0;0.077;0.923;0;
1;0;0;0;0;
0.002;0.033;0.549;0.416;0;
1;0;0;0;0;
0;0;0.159;0.841;0;
1;0;0;0;0;
0.004;0.017;0.868;0.111;0;
0.802;0.198;0;0;0;
0.011;0.103;0.301;0.585;0;
1;0;0;0;0;
0.017;0.043;0.796;0.144;0;
0.697;0.303;0;0;0;
0.015;0.108;0.244;0.633;0;
1;0;0;0;0;
0.006;0.013;0.797;0.184;0;
0.651;0.349;0;0;0;
0;0.067;0.232;0.701;0;
1;0;0;0;0;
0.012;0.037;0.547;0.404;0;
0.787;0.213;0;0;0;
0;0;0.137;0.863;0;
1;0;0;0;0;
0.005;0.032;0.464;0.499;0;
0.942;0.058;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.001;0.012;0.579;0.408;0;
0.951;0.049;0;0;0;
0;0;0.031;0.969;0;
1;0;0;0;0;
0.001;0.011;0.648;0.34;0;
