PS100;PS80;PS60;PS40;PS20
0;0;0;0.2125;0.7875;
0;0;0.825;0.175;0;
0;0;0;0;1;
0;0;0.847917;0.152083;0;
0;0;0;0;1;
0;0;0.525;0.475;0;
0;0;0;0;1;
0;0;0.56875;0.43125;0;
0;0;0;0;1;
0;0;0.410417;0.589583;0;
0;0;0;0;1;
0;0;0.69375;0.30625;0;
0;0;0;0;1;
0;0;0.625;0.375;0;
0;0;0;0;1;
0;0;0.804167;0.195833;0;
0;0;0;0;1;
0;0;0.570833;0.429167;0;
0;0;0;0;1;
0;0;0.652083;0.347917;0;
0;0;0;0;1;
0;0;0.425;0.575;0;
0;0;0;0;1;
0;0;0.595833;0.404167;0;
0;0;0;0;1;
0;0;0.45;0.55;0;
0;0;0;0;1;
0;0;0.597917;0.402083;0;
0;0;0;0;1;
0;0;0.375;0.625;0;
0;0;0;0;1;
0;0;0.545833;0.454167;0;
0;0;0;0;1;
0;0;0.372917;0.627083;0;
0;0;0;0;1;
0;0;0.533333;0.466667;0;
0;0;0;0;1;
0;0;0.3;0.7;0;
0;0;0;0;1;
0;0;0.429167;0.570833;0;
0;0;0;0;1;
0;0;0.19375;0.80625;0;
0;0;0;0;1;
0;0;0.383333;0.616667;0;
0;0;0;0;1;
0;0;0.297917;0.702083;0;
0;0;0;0;1;
0;0;0.520833;0.479167;0;
0;0;0;0;1;
0;0;0.322917;0.677083;0;
0;0;0;0;1;
0;0;0.464583;0.535417;0;
0;0;0;0;1;
0;0;0.216667;0.783333;0;
0;0;0;0;1;
0;0;0.41875;0.58125;0;
0;0;0;0;1;
0;0;0.302083;0.697917;0;
0;0;0;0;1;
0;0;0.5375;0.4625;0;
0;0;0;0;1;
0;0;0.333333;0.666667;0;
0;0;0;0;1;
0;0;0.4875;0.5125;0;
0;0;0;0;1;
0;0;0.325;0.675;0;
0;0;0;0;1;
0;0;0.485417;0.514583;0;
0;0;0;0;1;
0;0;0.325;0.675;0;
0;0;0;0;1;
0;0;0.51875;0.48125;0;
0;0;0;0;1;
0;0;0.358333;0.641667;0;
0;0;0;0;1;
0;0;0.533333;0.466667;0;
0;0;0;0;1;
0;0;0.358333;0.641667;0;
0;0;0;0;1;
0;0;0.525;0.475;0;
0;0;0;0;1;
0;0;0.333333;0.666667;0;
0;0;0;0;1;
0;0;0.55;0.45;0;
0;0;0;0;1;
0;0;0.389583;0.610417;0;
0;0;0;0;1;
0;0;0.5375;0.4625;0;
0;0;0;0;1;
0;0;0.31875;0.68125;0;
0;0;0;0;1;
0;0;0.475;0.525;0;
0;0;0;0;1;
0;0;0.31875;0.68125;0;
0;0;0;0;1;
0;0;0.520833;0.479167;0;
0;0;0;0;1;
0;0;0.33125;0.66875;0;
0;0;0;0;1;
0;0;0.4875;0.5125;0;
0;0;0;0;1;
0;0;0.327083;0.672917;0;
0;0;0;0;1;
0;0;0.491667;0.508333;0;
0;0;0;0;1;
0;0;0.385417;0.614583;0;
0;0;0;0;1;
0;0;0.597917;0.402083;0;
0;0;0;0;1;
0;0;0.454167;0.545833;0;
0;0;0;0;1;
0;0;0.641667;0.358333;0;
0;0;0;0;1;
0;0;0.445833;0.554167;0;
0;0;0;0;1;
0;0;0.589583;0.410417;0;
0;0;0;0;1;
0;0;0.416667;0.583333;0;
0;0;0;0;1;
0;0;0.595833;0.404167;0;
