PS100;PS80;PS60;PS40;PS20
0;0;0.989583;0.0104167;0;
0;0.26875;0.73125;0;0;
0;0.627083;0.372917;0;0;
0;0.620833;0.379167;0;0;
0.525;0.475;0;0;0;
0;0.05;0.95;0;0;
0.460417;0.539583;0;0;0;
0;0;0.739583;0.260417;0;
0;0.395833;0.604167;0;0;
0;0;0.914583;0.0854167;0;
0;0.535417;0.464583;0;0;
0;0.797917;0.202083;0;0;
0.535417;0.464583;0;0;0;
0;0;0.997917;0.00208333;0;
0.4125;0.5875;0;0;0;
0;0;0.935417;0.0645833;0;
0;0.766667;0.233333;0;0;
0;0.289583;0.710417;0;0;
0.1875;0.8125;0;0;0;
0;0.304167;0.695833;0;0;
0.147917;0.852083;0;0;0;
0;0.479167;0.520833;0;0;
0.629167;0.370833;0;0;0;
0;0;0.38125;0.61875;0;
0;0;0.827083;0.172917;0;
0;0;0.191667;0.808333;0;
0;0;0;0.802083;0.197917;
0;0.602083;0.397917;0;0;
0;0.985417;0.0145833;0;0;
0;0.510417;0.489583;0;0;
0.522917;0.477083;0;0;0;
0;0;0.564583;0.435417;0;
0;0.0791667;0.920833;0;0;
0;0;0.68125;0.31875;0;
0;0;0.845833;0.154167;0;
0;0.729167;0.270833;0;0;
0.35;0.65;0;0;0;
0;0.202083;0.797917;0;0;
0.49375;0.50625;0;0;0;
0;0;0.491667;0.508333;0;
0;0;0.814583;0.185417;0;
0;0;0.139583;0.860417;0;
0;0;0;0.560417;0.439583;
0.189583;0.810417;0;0;0;
0;0.85;0.15;0;0;
0;0.725;0.275;0;0;
0.477083;0.522917;0;0;0;
0;0;0.510417;0.489583;0;
0;0;0.883333;0.116667;0;
0;0;0.26875;0.73125;0;
0;0;0;0.766667;0.233333;
0;0.59375;0.40625;0;0;
0;0.889583;0.110417;0;0;
0;0.420833;0.579167;0;0;
0.333333;0.666667;0;0;0;
0;0;0.914583;0.0854167;0;
0;0.658333;0.341667;0;0;
0;0.239583;0.760417;0;0;
0.0416667;0.958333;0;0;0;
0;0.654167;0.345833;0;0;
0.466667;0.533333;0;0;0;
0;0.185417;0.814583;0;0;
0.5625;0.4375;0;0;0;
0;0;0.6375;0.3625;0;
0;0.283333;0.716667;0;0;
0;0;0.858333;0.141667;0;
0;0.25625;0.74375;0;0;
0;0.8;0.2;0;0;
0.452083;0.547917;0;0;0;
0;0.177083;0.822917;0;0;
0.539583;0.460417;0;0;0;
0;0;0.552083;0.447917;0;
0;0.0875;0.9125;0;0;
0;0;0.685417;0.314583;0;
0;0;0.814583;0.185417;0;
0;0.66875;0.33125;0;0;
0.2625;0.7375;0;0;0;
0;0.34375;0.65625;0;0;
0.53125;0.46875;0;0;0;
0;0;0.610417;0.389583;0;
0;0.214583;0.785417;0;0;
0;0;0.804167;0.195833;0;
0;0.114583;0.885417;0;0;
0;0.866667;0.133333;0;0;
0.520833;0.479167;0;0;0;
0;0.06875;0.93125;0;0;
0.466667;0.533333;0;0;0;
0;0;0.814583;0.185417;0;
0;0.55;0.45;0;0;
0;0.1625;0.8375;0;0;
0;0.920833;0.0791667;0;0;
0;0.758333;0.241667;0;0;
0.595833;0.404167;0;0;0;
0;0.122917;0.877083;0;0;
0.595833;0.404167;0;0;0;
0;0;0.620833;0.379167;0;
0;0.295833;0.704167;0;0;
0;0;0.89375;0.10625;0;
0;0.391667;0.608333;0;0;
0;0.80625;0.19375;0;0;
0.533333;0.466667;0;0;0;
0;0.104167;0.895833;0;0;
0.495833;0.504167;0;0;0;
0;0;0.710417;0.289583;0;
0;0.3375;0.6625;0;0;
0;0;0.925;0.075;0;
0;0.495833;0.504167;0;0;
0;0.808333;0.191667;0;0;
0.577083;0.422917;0;0;0;
0;0.05;0.95;0;0;
0.529167;0.470833;0;0;0;
0;0;0.610417;0.389583;0;
0;0.208333;0.791667;0;0;
0;0;0.7875;0.2125;0;
0;0.15;0.85;0;0;
0;0.883333;0.116667;0;0;
0.575;0.425;0;0;0;
0;0.09375;0.90625;0;0;
0.560417;0.439583;0;0;0;
0;0;0.595833;0.404167;0;
