PS100;PS80;PS60;PS40;PS20
0;0;0.140909;0.859091;0;
0;0;0;0.636364;0.363636;
0;0;0;0.404545;0.595455;
0;0.818182;0.181818;0;0;
0;0.881818;0.118182;0;0;
0.254545;0.745455;0;0;0;
0.118182;0.881818;0;0;0;
0;0.286364;0.713636;0;0;
0;0.422727;0.577273;0;0;
0;0.459091;0.540909;0;0;
0;0.940909;0.0590909;0;0;
0;0.113636;0.886364;0;0;
0;0.622727;0.377273;0;0;
0;0.663636;0.336364;0;0;
0.163636;0.836364;0;0;0;
0;0;0.872727;0.127273;0;
0;0.327273;0.672727;0;0;
0;0.318182;0.681818;0;0;
0;0.790909;0.209091;0;0;
0;0.122727;0.877273;0;0;
0;0.622727;0.377273;0;0;
0;0.713636;0.286364;0;0;
0.222727;0.777273;0;0;0;
0;0;0.777273;0.222727;0;
0;0.2;0.8;0;0;
0;0.218182;0.781818;0;0;
0;0.672727;0.327273;0;0;
0;0.168182;0.831818;0;0;
0;0.718182;0.281818;0;0;
0;0.836364;0.163636;0;0;
0.359091;0.640909;0;0;0;
0;0;0.481818;0.518182;0;
0;0;0.55;0.45;0;
0;0;0;0.959091;0.0409091;
0;0;0;0.186364;0.813636;
0.877273;0.122727;0;0;0;
0;0;0.581818;0.418182;0;
0;0.468182;0.531818;0;0;
0;0;0.990909;0.00909091;0;
0;0.254545;0.745455;0;0;
0;0.640909;0.359091;0;0;
0;0.722727;0.277273;0;0;
0.190909;0.809091;0;0;0;
0;0;0.759091;0.240909;0;
0;0.0681818;0.931818;0;0;
0;0.0772727;0.922727;0;0;
0;0.422727;0.577273;0;0;
0;0.159091;0.840909;0;0;
0;0.65;0.35;0;0;
0;0.736364;0.263636;0;0;
0.227273;0.772727;0;0;0;
0;0;0.672727;0.327273;0;
0;0;0.922727;0.0772727;0;
0;0;0.872727;0.127273;0;
0;0.0727273;0.927273;0;0;
0;0.318182;0.681818;0;0;
0;0.668182;0.331818;0;0;
0;0.763636;0.236364;0;0;
0.236364;0.763636;0;0;0;
0;0;0.736364;0.263636;0;
0;0.0636364;0.936364;0;0;
0;0.0318182;0.968182;0;0;
0;0.440909;0.559091;0;0;
0;0.2;0.8;0;0;
0;0.713636;0.286364;0;0;
0;0.877273;0.122727;0;0;
0.363636;0.636364;0;0;0;
0;0;0.563636;0.436364;0;
0;0;0.804545;0.195455;0;
0;0;0.636364;0.363636;0;
0;0;0.613636;0.386364;0;
0;0.104545;0.895455;0;0;
0;0.527273;0.472727;0;0;
0;0.536364;0.463636;0;0;
0.0772727;0.922727;0;0;0;
0;0;0.909091;0.0909091;0;
0;0.381818;0.618182;0;0;
0;0.404545;0.595455;0;0;
0;0.845455;0.154545;0;0;
0;0.118182;0.881818;0;0;
0;0.609091;0.390909;0;0;
0;0.627273;0.372727;0;0;
0.140909;0.859091;0;0;0;
0;0;0.840909;0.159091;0;
0;0.245455;0.754545;0;0;
0;0.227273;0.772727;0;0;
0;0.645455;0.354545;0;0;
0;0.140909;0.859091;0;0;
0;0.627273;0.372727;0;0;
0;0.681818;0.318182;0;0;
0.127273;0.872727;0;0;0;
0;0;0.9;0.1;0;
0;0.322727;0.677273;0;0;
0;0.309091;0.690909;0;0;
0;0.795455;0.204545;0;0;
0;0.131818;0.868182;0;0;
0;0.65;0.35;0;0;
0;0.763636;0.236364;0;0;
0.254545;0.745455;0;0;0;
0;0;0.727273;0.272727;0;
0;0.0636364;0.936364;0;0;
0;0.0954545;0.904545;0;0;
0;0.5;0.5;0;0;
0;0.190909;0.809091;0;0;
0;0.727273;0.272727;0;0;
0;0.913636;0.0863636;0;0;
0.35;0.65;0;0;0;
0;0;0.545455;0.454545;0;
0;0;0.690909;0.309091;0;
0;0;0.354545;0.645455;0;
0;0;0;0.995455;0.00454545;
0;0;0.613636;0.386364;0;
0;0;0.609091;0.390909;0;
0;0;0;0.990909;0.00909091;
0;0;0;0.272727;0.727273;
0.690909;0.309091;0;0;0;
0;0;0.854545;0.145455;0;
0;0.977273;0.0227273;0;0;
0;0.577273;0.422727;0;0;
0;0.277273;0.722727;0;0;
