PS100;PS80;PS60;PS40;PS20
0;0.0409091;0.959091;0;0;
0.0272727;0.0545455;0.463636;0.454545;0;
0.00909091;0.309091;0.681818;0;0;
0.00909091;0;0.0409091;0.95;0;
0.00909091;0.286364;0.704545;0;0;
0;0;0;1;0;
0.0272727;0.390909;0.581818;0;0;
0;0;0;1;0;
0.0318182;0.122727;0.845455;0;0;
0;0;0;1;0;
0.05;0.131818;0.818182;0;0;
0;0;0;1;0;
0.0363636;0.0181818;0.818182;0.127273;0;
0;0;0;1;0;
0.00909091;0.0409091;0.95;0;0;
0;0;0;1;0;
0.00909091;0.0181818;0.827273;0.145455;0;
0;0;0;1;0;
0.00909091;0.0227273;0.968182;0;0;
0;0;0;1;0;
0.0181818;0.00909091;0.804545;0.168182;0;
0;0;0;1;0;
0.0136364;0.0136364;0.945455;0.0272727;0;
0;0;0;1;0;
0.0136364;0.0136364;0.777273;0.195455;0;
0;0;0;1;0;
0.00909091;0.0136364;0.959091;0.0181818;0;
0;0;0;1;0;
0.0181818;0.0318182;0.822727;0.127273;0;
0;0;0;1;0;
0.0181818;0.122727;0.859091;0;0;
0;0;0;1;0;
0.00909091;0.0363636;0.931818;0.0227273;0;
0;0;0;1;0;
0.00454545;0.231818;0.763636;0;0;
0;0;0;1;0;
0.00454545;0.0590909;0.936364;0;0;
0;0;0;1;0;
0.0136364;0.218182;0.768182;0;0;
0;0;0;1;0;
0.00909091;0.0272727;0.959091;0.00454545;0;
0;0;0;1;0;
0.0272727;0.0954545;0.877273;0;0;
0;0;0;1;0;
0.0136364;0.0272727;0.854545;0.104545;0;
0;0;0;1;0;
0.0136364;0.0272727;0.909091;0.05;0;
0;0;0;1;0;
0.0136364;0.0272727;0.722727;0.236364;0;
0;0;0;1;0;
0.0227273;0.0181818;0.795455;0.163636;0;
0;0;0;1;0;
0.0272727;0.00909091;0.704545;0.259091;0;
0;0;0;1;0;
0.0181818;0.0181818;0.836364;0.127273;0;
0;0;0;1;0;
0.0181818;0.0136364;0.713636;0.254545;0;
0;0;0;1;0;
0.0136364;0.0272727;0.795455;0.163636;0;
0;0;0;1;0;
0.0136364;0.0136364;0.681818;0.290909;0;
0;0;0;1;0;
0.0181818;0.0227273;0.827273;0.131818;0;
0;0;0;1;0;
0.0227273;0.00909091;0.736364;0.231818;0;
0;0;0;1;0;
0.0227273;0.0181818;0.904545;0.0545455;0;
0;0;0;1;0;
0.0181818;0.0227273;0.790909;0.168182;0;
0;0;0;1;0;
0.0181818;0.0181818;0.922727;0.0409091;0;
0;0;0;1;0;
0.0227273;0.0136364;0.809091;0.154545;0;
0;0;0;1;0;
0.0227273;0.0136364;0.931818;0.0318182;0;
0;0;0;1;0;
0.0227273;0.0227273;0.804545;0.15;0;
0;0;0;1;0;
0.0318182;0.0181818;0.85;0.1;0;
0;0;0;1;0;
0.0136364;0.0318182;0.645455;0.309091;0;
0;0;0;1;0;
0.0181818;0.0227273;0.745455;0.213636;0;
0;0;0;1;0;
0.00909091;0.0181818;0.740909;0.231818;0;
0;0;0;1;0;
0.00454545;0.0272727;0.904545;0.0636364;0;
0;0;0;1;0;
0.0181818;0.0181818;0.672727;0.290909;0;
0;0;0;1;0;
0.00909091;0.0272727;0.731818;0.231818;0;
0;0;0;1;0;
0.0181818;0.0272727;0.472727;0.481818;0;
0;0;0;1;0;
0.0227273;0.0136364;0.631818;0.331818;0;
0;0;0;1;0;
0.0136364;0.0227273;0.472727;0.490909;0;
0;0;0;1;0;
0.0227273;0.0318182;0.531818;0.413636;0;
0;0;0;1;0;
0.0181818;0.0409091;0.331818;0.609091;0;
0;0;0;1;0;
0.0136364;0.0181818;0.486364;0.481818;0;
0;0;0;1;0;
0.0318182;0.0409091;0.222727;0.704545;0;
0;0;0;1;0;
0.0318182;0.05;0.322727;0.595455;0;
0;0;0;1;0;
0.00909091;0.0454545;0.218182;0.727273;0;
0;0;0;1;0;
0.0136364;0.0363636;0.436364;0.513636;0;
0;0;0;1;0;
0.0181818;0.0318182;0.3;0.65;0;
0;0;0;1;0;
0.0181818;0.0181818;0.5;0.463636;0;
0;0;0;1;0;
0.0136364;0.0136364;0.422727;0.55;0;
0;0;0;1;0;
0.00454545;0.0272727;0.627273;0.340909;0;
0;0;0;1;0;
