Traffic,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
PeopleOnStreet,22,61615.4756,40.424,43.7832,43.9362,1571.967
 ,27,30975.8194,36.9305,41.5817,42.2842,1365.299
 ,32,15509.1975,33.4637,39.9344,40.9254,1165.728
 ,37,7772.0906,30.3551,38.908,40.053,1039.806
Nebuta,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
SteamLocomotive,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
Kimono,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
ParkScene,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
Cactus,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
BasketballDrive,22,23641.0656,39.29,43.6542,44.6649,727.015
 ,27,9024.1187,37.389,42.1243,42.2917,566.567
 ,32,4189.4469,35.3449,40.6282,40.187,467.904
 ,37,2064.1531,33.1815,39.5837,38.7922,402.969
BQTerrace,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
BasketballDrill,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
BQMall,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
PartyScene,22,16000.775,37.5324,40.0449,40.5484,205.396
 ,27,6902.5781,33.0775,37.3737,37.686,148.709
 ,32,2859.675,29.4008,35.5519,35.7196,109.491
 ,37,1074.1906,26.1847,34.3583,34.5313,87.627
RaceHorsesC,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
BasketballPass,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
BQSquare,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
BlowingBubbles,22,2208.9594,37.5407,40.7505,41.6784,37.456
 ,27,866.8656,33.5522,38.372,39.1165,27.809
 ,32,329.8188,30.363,36.5347,37.1789,20.436
 ,37,129.6875,27.8077,35.0789,35.699,16.074
RaceHorses,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
FourPeople,22,3694.8562,41.8044,46.0421,47.2411,200.655
 ,27,1396.3425,39.5375,44.0946,45.307,150.12
 ,32,647.9475,36.9058,42.3242,43.5178,127.011
 ,37,319.9312,34.0478,40.9994,42.0518,115.005
Johnny,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
KristenAndSara,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
BasketballDrillText,22,6104.5781,39.6091,41.985,42.2869,154.006
 ,27,2724.2656,36.2827,39.1243,39.0958,122.625
 ,32,1215.3188,33.3457,36.8565,36.5998,97.593
 ,37,587.9719,30.7567,35.3426,34.9949,80.437
ChinaSpeed,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
SlideEditing,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
SlideShow,22,,,,,
 ,27,,,,,
 ,32,,,,,
 ,37,,,,,
