
HM software: Encoder Version [16.2] (including RExt)[Mac OS X][GCC 4.2.1][64 bit] 


Input          File               : /Users/grellert/origCfP/cropped/RaceHorsesC_832x448_30.yuv
Bitstream      File               : str.bin
Reconstruction File               : rec.yuv
Real     Format                   : 832x448 30Hz
Internal Format                   : 832x448 30Hz
Sequence PSNR output              : Linear average only
Sequence MSE output               : Disabled
Frame MSE output                  : Disabled
Cabac-zero-word-padding           : Disabled
Frame/Field                       : Frame based coding
Frame index                       : 0 - 127 (128 frames)
Profile                           : main
CU size / depth                   : 64 / 4
RQT trans. size (min / max)       : 4 / 32
Max RQT depth inter               : 3
Max RQT depth intra               : 3
Min PCM size                      : 8
Motion search range               : 64
Intra period                      : -1
Decoding refresh type             : 0
QP                                : 27.00
Max dQP signaling depth           : 0
FME                               : 2

Processor Frequency (Mhz)        : 2000
Processor Availability             : 1.000
Target FPS                         : 23.500
Budgeting Algorithm                : 3
PID KP                             : 0.840
PID K                              : 0.420
PID KD                             : 0.420
SP                                 : 7.260

Cb QP Offset                      : 0
Cr QP Offset                      : 0
Max CU chroma QP adjustment depth : -1
QP adaptation                     : 0 (range=0)
GOP size                          : 4
Input bit depth                   : (Y:8, C:8)
MSB-extended bit depth            : (Y:8, C:8)
Internal bit depth                : (Y:8, C:8)
PCM sample bit depth              : (Y:8, C:8)
Extended precision processing     : Disabled
Intra reference smoothing         : Enabled
Implicit residual DPCM            : Disabled
Explicit residual DPCM            : Disabled
Residual rotation                 : Disabled
Single significance map context   : Disabled
Cross-component prediction        : Disabled
High-precision prediction weight  : Disabled
Golomb-Rice parameter adaptation  : Disabled
CABAC bypass bit alignment        : Disabled
Sao Luma Offset bit shifts        : 0
Sao Chroma Offset bit shifts      : 0
Cost function:                    : Lossy coding (default)
RateControl                       : 0
Max Num Merge Candidates          : 5

TOOL CFG: IBD:0 HAD:1 RDQ:1 RDQTS:1 RDpenalty:0 SQP:0 ASR:0 FEN:1 ECU:0 FDM:1 CFM:0 ESD:0 RQT:1 TransformSkip:1 TransformSkipFast:1 TransformSkipLog2MaxSize:2 Slice: M=0 SliceSegment: M=0 CIP:0 SAO:1 PCM:0 TransQuantBypassEnabled:0 WPP:0 WPB:0 PME:2  WaveFrontSynchro:0 WaveFrontSubstreams:1 ScalingList:0 TMVPMode:1 AQpS:0 SignBitHidingFlag:1 RecalQP:0

Non-environment-variable-controlled macros set as follows: 

                                RExt__DECODER_DEBUG_BIT_STATISTICS =   0
                                      RExt__HIGH_BIT_DEPTH_SUPPORT =   0
                            RExt__HIGH_PRECISION_FORWARD_TRANSFORM =   0
                                        O0043_BEST_EFFORT_DECODING =   0
                              RD_TEST_SAO_DISABLE_AT_PICTURE_LEVEL =   0

                   Input ChromaFormatIDC =   4:2:0
       Output (internal) ChromaFormatIDC =   4:2:0

POC    0 TId: 0 ( I-SLICE, nQP 27 QP 27 )     349448 bits [Y 38.5818 dB    U 40.1686 dB    V 41.1015 dB] [ET  2.79 ] [L0 ] [L1 ]
POC    1 TId: 0 ( P-SLICE, nQP 30 QP 30 )      52216 bits [Y 34.5749 dB    U 38.3288 dB    V 39.5276 dB] [ET  6.27 ] [L0 0 ] [L1 ]
POC    2 TId: 0 ( P-SLICE, nQP 29 QP 29 )      71312 bits [Y 34.9124 dB    U 38.2411 dB    V 39.4451 dB] [ET  8.16 ] [L0 1 0 ] [L1 ]
POC    3 TId: 0 ( P-SLICE, nQP 30 QP 30 )      53160 bits [Y 34.2357 dB    U 37.9911 dB    V 39.1951 dB] [ET  8.44 ] [L0 2 1 0 ] [L1 ]
POC    4 TId: 0 ( P-SLICE, nQP 28 QP 28 )     171528 bits [Y 37.5144 dB    U 39.2858 dB    V 40.4304 dB] [ET 13.20 ] [L0 3 2 1 0 ] [L1 ]
POC    5 TId: 0 ( P-SLICE, nQP 30 QP 30 )      45896 bits [Y 34.7466 dB    U 38.4746 dB    V 39.5276 dB] [ET  7.03 ] [L0 4 3 2 0 ] [L1 ]
POC    6 TId: 0 ( P-SLICE, nQP 29 QP 29 )      63664 bits [Y 35.0242 dB    U 38.3079 dB    V 39.2391 dB] [ET  7.67 ] [L0 5 4 3 0 ] [L1 ]
POC    7 TId: 0 ( P-SLICE, nQP 30 QP 30 )      51080 bits [Y 34.3514 dB    U 37.9683 dB    V 38.9369 dB] [ET  7.51 ] [L0 6 5 4 0 ] [L1 ]
POC    8 TId: 0 ( P-SLICE, nQP 28 QP 28 )     174168 bits [Y 37.4434 dB    U 39.2425 dB    V 40.3557 dB] [ET 10.15 ] [L0 7 6 4 0 ] [L1 ]
POC    9 TId: 0 ( P-SLICE, nQP 30 QP 30 )      49576 bits [Y 34.6458 dB    U 38.2649 dB    V 39.2943 dB] [ET  6.85 ] [L0 8 7 4 0 ] [L1 ]
POC   10 TId: 0 ( P-SLICE, nQP 29 QP 29 )      71000 bits [Y 34.9956 dB    U 38.2827 dB    V 39.1758 dB] [ET  8.80 ] [L0 9 8 4 0 ] [L1 ]
POC   11 TId: 0 ( P-SLICE, nQP 30 QP 30 )      52256 bits [Y 34.2445 dB    U 38.1379 dB    V 38.9427 dB] [ET  6.91 ] [L0 10 8 4 0 ] [L1 ]
POC   12 TId: 0 ( P-SLICE, nQP 28 QP 28 )     169576 bits [Y 37.4789 dB    U 39.6319 dB    V 40.4506 dB] [ET 10.51 ] [L0 11 8 4 0 ] [L1 ]
POC   13 TId: 0 ( P-SLICE, nQP 30 QP 30 )      53600 bits [Y 34.5638 dB    U 38.5293 dB    V 39.3821 dB] [ET  5.09 ] [L0 12 8 4 0 ] [L1 ]
POC   14 TId: 0 ( P-SLICE, nQP 29 QP 29 )      69656 bits [Y 35.0297 dB    U 38.3322 dB    V 39.1423 dB] [ET  8.36 ] [L0 13 12 8 4 ] [L1 ]
POC   15 TId: 0 ( P-SLICE, nQP 30 QP 30 )      56848 bits [Y 34.3485 dB    U 38.0689 dB    V 38.9154 dB] [ET  5.08 ] [L0 14 12 8 4 ] [L1 ]
POC   16 TId: 0 ( P-SLICE, nQP 28 QP 28 )     165952 bits [Y 37.5902 dB    U 39.4396 dB    V 40.3928 dB] [ET 10.36 ] [L0 15 12 8 4 ] [L1 ]
POC   17 TId: 0 ( P-SLICE, nQP 30 QP 30 )      52048 bits [Y 34.6920 dB    U 38.4539 dB    V 39.4101 dB] [ET  5.01 ] [L0 16 12 8 4 ] [L1 ]
POC   18 TId: 0 ( P-SLICE, nQP 29 QP 29 )      67328 bits [Y 35.1576 dB    U 38.3130 dB    V 39.3010 dB] [ET  8.34 ] [L0 17 16 12 8 ] [L1 ]
POC   19 TId: 0 ( P-SLICE, nQP 30 QP 30 )      55432 bits [Y 34.3816 dB    U 38.1054 dB    V 38.9368 dB] [ET  5.14 ] [L0 18 16 12 8 ] [L1 ]
POC   20 TId: 0 ( P-SLICE, nQP 28 QP 28 )     169104 bits [Y 37.5847 dB    U 39.5365 dB    V 40.4256 dB] [ET 10.32 ] [L0 19 16 12 8 ] [L1 ]
POC   21 TId: 0 ( P-SLICE, nQP 30 QP 30 )      56328 bits [Y 34.5896 dB    U 38.4587 dB    V 39.3636 dB] [ET  4.98 ] [L0 20 16 12 8 ] [L1 ]
POC   22 TId: 0 ( P-SLICE, nQP 29 QP 29 )      72504 bits [Y 35.0326 dB    U 38.3960 dB    V 39.2865 dB] [ET  8.59 ] [L0 21 20 16 12 ] [L1 ]
POC   23 TId: 0 ( P-SLICE, nQP 30 QP 30 )      56744 bits [Y 34.1148 dB    U 38.1618 dB    V 39.0194 dB] [ET  4.94 ] [L0 22 20 16 12 ] [L1 ]
POC   24 TId: 0 ( P-SLICE, nQP 28 QP 28 )     177232 bits [Y 37.4063 dB    U 39.3093 dB    V 40.4206 dB] [ET 10.59 ] [L0 23 20 16 12 ] [L1 ]
POC   25 TId: 0 ( P-SLICE, nQP 30 QP 30 )      55552 bits [Y 34.2728 dB    U 38.2134 dB    V 39.2095 dB] [ET  5.02 ] [L0 24 20 16 12 ] [L1 ]
POC   26 TId: 0 ( P-SLICE, nQP 29 QP 29 )      65144 bits [Y 34.8857 dB    U 38.2542 dB    V 39.2243 dB] [ET  8.84 ] [L0 25 24 20 16 ] [L1 ]
POC   27 TId: 0 ( P-SLICE, nQP 30 QP 30 )      59928 bits [Y 34.0124 dB    U 38.0368 dB    V 38.9127 dB] [ET  5.00 ] [L0 26 24 20 16 ] [L1 ]
POC   28 TId: 0 ( P-SLICE, nQP 28 QP 28 )     184944 bits [Y 37.3370 dB    U 39.1862 dB    V 40.4566 dB] [ET 11.49 ] [L0 27 24 20 16 ] [L1 ]
POC   29 TId: 0 ( P-SLICE, nQP 30 QP 30 )      69664 bits [Y 34.0373 dB    U 38.1348 dB    V 39.2968 dB] [ET  5.09 ] [L0 28 24 20 16 ] [L1 ]
POC   30 TId: 0 ( P-SLICE, nQP 29 QP 29 )      83928 bits [Y 34.5573 dB    U 38.0080 dB    V 39.0884 dB] [ET  8.72 ] [L0 29 28 24 20 ] [L1 ]
POC   31 TId: 0 ( P-SLICE, nQP 30 QP 30 )      69096 bits [Y 33.7332 dB    U 37.8268 dB    V 38.8767 dB] [ET  5.09 ] [L0 30 28 24 20 ] [L1 ]
POC   32 TId: 0 ( P-SLICE, nQP 28 QP 28 )     193544 bits [Y 37.2200 dB    U 39.1170 dB    V 40.3831 dB] [ET 11.06 ] [L0 31 28 24 20 ] [L1 ]
POC   33 TId: 0 ( P-SLICE, nQP 30 QP 30 )      56464 bits [Y 33.9816 dB    U 38.1005 dB    V 39.2651 dB] [ET  5.11 ] [L0 32 28 24 20 ] [L1 ]
POC   34 TId: 0 ( P-SLICE, nQP 29 QP 29 )      81072 bits [Y 34.4512 dB    U 38.1537 dB    V 39.2591 dB] [ET  8.74 ] [L0 33 32 28 24 ] [L1 ]
POC   35 TId: 0 ( P-SLICE, nQP 30 QP 30 )      51128 bits [Y 33.7133 dB    U 38.1675 dB    V 39.0924 dB] [ET  4.88 ] [L0 34 32 28 24 ] [L1 ]
POC   36 TId: 0 ( P-SLICE, nQP 28 QP 28 )     184656 bits [Y 37.2772 dB    U 39.3836 dB    V 40.5746 dB] [ET 10.66 ] [L0 35 32 28 24 ] [L1 ]
POC   37 TId: 0 ( P-SLICE, nQP 30 QP 30 )      46640 bits [Y 34.0591 dB    U 38.8150 dB    V 39.7801 dB] [ET  4.89 ] [L0 36 32 28 24 ] [L1 ]
POC   38 TId: 0 ( P-SLICE, nQP 29 QP 29 )      54352 bits [Y 34.7010 dB    U 38.8322 dB    V 39.7753 dB] [ET  8.03 ] [L0 37 36 32 28 ] [L1 ]
POC   39 TId: 0 ( P-SLICE, nQP 30 QP 30 )      44360 bits [Y 33.9288 dB    U 38.6236 dB    V 39.5397 dB] [ET  4.71 ] [L0 38 36 32 28 ] [L1 ]
POC   40 TId: 0 ( P-SLICE, nQP 28 QP 28 )     173632 bits [Y 37.3535 dB    U 39.4882 dB    V 40.7576 dB] [ET 10.50 ] [L0 39 36 32 28 ] [L1 ]
POC   41 TId: 0 ( P-SLICE, nQP 30 QP 30 )      47904 bits [Y 33.9246 dB    U 38.8184 dB    V 39.4296 dB] [ET  4.83 ] [L0 40 36 32 28 ] [L1 ]
POC   42 TId: 0 ( P-SLICE, nQP 29 QP 29 )      71736 bits [Y 34.5358 dB    U 38.4396 dB    V 39.5797 dB] [ET  8.28 ] [L0 41 40 36 32 ] [L1 ]
POC   43 TId: 0 ( P-SLICE, nQP 30 QP 30 )      53544 bits [Y 33.7899 dB    U 38.3125 dB    V 39.3216 dB] [ET  4.79 ] [L0 42 40 36 32 ] [L1 ]
POC   44 TId: 0 ( P-SLICE, nQP 28 QP 28 )     173528 bits [Y 37.3590 dB    U 39.4862 dB    V 40.6213 dB] [ET 10.81 ] [L0 43 40 36 32 ] [L1 ]
POC   45 TId: 0 ( P-SLICE, nQP 30 QP 30 )      63472 bits [Y 34.1291 dB    U 38.5125 dB    V 39.6600 dB] [ET  4.92 ] [L0 44 40 36 32 ] [L1 ]
POC   46 TId: 0 ( P-SLICE, nQP 29 QP 29 )      69928 bits [Y 34.7443 dB    U 38.4008 dB    V 39.4544 dB] [ET  8.12 ] [L0 45 44 40 36 ] [L1 ]
POC   47 TId: 0 ( P-SLICE, nQP 30 QP 30 )      57640 bits [Y 33.8384 dB    U 38.2197 dB    V 39.2435 dB] [ET  4.83 ] [L0 46 44 40 36 ] [L1 ]
POC   48 TId: 0 ( P-SLICE, nQP 28 QP 28 )     188360 bits [Y 37.4135 dB    U 39.4305 dB    V 40.5526 dB] [ET 10.73 ] [L0 47 44 40 36 ] [L1 ]
POC   49 TId: 0 ( P-SLICE, nQP 30 QP 30 )      53696 bits [Y 34.1790 dB    U 38.6116 dB    V 39.6971 dB] [ET  4.90 ] [L0 48 44 40 36 ] [L1 ]
POC   50 TId: 0 ( P-SLICE, nQP 29 QP 29 )      61112 bits [Y 34.7889 dB    U 38.5486 dB    V 39.6259 dB] [ET  8.34 ] [L0 49 48 44 40 ] [L1 ]
POC   51 TId: 0 ( P-SLICE, nQP 30 QP 30 )      57704 bits [Y 34.0589 dB    U 38.4302 dB    V 39.4378 dB] [ET  4.91 ] [L0 50 48 44 40 ] [L1 ]
POC   52 TId: 0 ( P-SLICE, nQP 28 QP 28 )     169792 bits [Y 37.6738 dB    U 39.6461 dB    V 40.6897 dB] [ET 10.82 ] [L0 51 48 44 40 ] [L1 ]
POC   53 TId: 0 ( P-SLICE, nQP 30 QP 30 )      56488 bits [Y 34.6294 dB    U 38.6536 dB    V 39.7642 dB] [ET  4.96 ] [L0 52 48 44 40 ] [L1 ]
POC   54 TId: 0 ( P-SLICE, nQP 29 QP 29 )      66192 bits [Y 35.1534 dB    U 38.5820 dB    V 39.6065 dB] [ET  8.54 ] [L0 53 52 48 44 ] [L1 ]
POC   55 TId: 0 ( P-SLICE, nQP 30 QP 30 )      57776 bits [Y 34.3279 dB    U 38.4211 dB    V 39.3963 dB] [ET  5.02 ] [L0 54 52 48 44 ] [L1 ]
POC   56 TId: 0 ( P-SLICE, nQP 28 QP 28 )     172304 bits [Y 37.9243 dB    U 39.8573 dB    V 40.8052 dB] [ET 10.82 ] [L0 55 52 48 44 ] [L1 ]
POC   57 TId: 0 ( P-SLICE, nQP 30 QP 30 )      53936 bits [Y 34.5803 dB    U 38.7826 dB    V 39.7379 dB] [ET  5.08 ] [L0 56 52 48 44 ] [L1 ]
POC   58 TId: 0 ( P-SLICE, nQP 29 QP 29 )      63520 bits [Y 35.2107 dB    U 38.7448 dB    V 39.6139 dB] [ET  8.37 ] [L0 57 56 52 48 ] [L1 ]
