PS100;PS80;PS60;PS40;PS20
1;0;0;0;0;
0.05;0.0818182;0.672727;0.195455;0;
1;0;0;0;0;
0.0272727;0.486364;0.486364;0;0;
0.922727;0.0772727;0;0;0;
0;0.0681818;0.168182;0.763636;0;
1;0;0;0;0;
0.0454545;0.0227273;0.586364;0.345455;0;
0.95;0.05;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.0318182;0.0318182;0.6;0.336364;0;
1;0;0;0;0;
0;0;0.0590909;0.940909;0;
1;0;0;0;0;
0.0136364;0.0227273;0.818182;0.145455;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.00909091;0.0227273;0.431818;0.536364;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.0272727;0.0318182;0.2;0.740909;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.0318182;0.0363636;0.236364;0.695455;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.0227273;0.0636364;0.277273;0.636364;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.0181818;0.0363636;0.472727;0.472727;0;
1;0;0;0;0;
0;0;0.00454545;0.995455;0;
1;0;0;0;0;
0.0227273;0.0136364;0.513636;0.45;0;
1;0;0;0;0;
0;0;0.0636364;0.936364;0;
1;0;0;0;0;
0.00909091;0.0272727;0.454545;0.509091;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.0136364;0.0363636;0.386364;0.563636;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.0227273;0.0181818;0.436364;0.522727;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.0227273;0.0272727;0.340909;0.609091;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.0136364;0.0272727;0.209091;0.75;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0;0.0863636;0.913636;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0.00909091;0.122727;0.868182;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.0227273;0.0409091;0.140909;0.795455;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0.0727273;0.122727;0.804545;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0.0318182;0.15;0.818182;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0;0.0545455;0.945455;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0;0;1;0;
0.745455;0.254545;0;0;0;
0;0;0;1;0;
0.777273;0.222727;0;0;0;
0;0;0;1;0;
0.336364;0.663636;0;0;0;
0;0;0;1;0;
0.413636;0.586364;0;0;0;
0;0;0;1;0;
0.2;0.8;0;0;0;
0;0;0;1;0;
0.804545;0.195455;0;0;0;
0;0;0;1;0;
0.745455;0.254545;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0;0;1;0;
0.681818;0.318182;0;0;0;
0;0;0;1;0;
0.954545;0.0454545;0;0;0;
0;0;0;1;0;
