PS100;PS80;PS60;PS40;PS20
0;0;0;0.641667;0.358333;
0;0;0.722917;0.277083;0;
0;0;0;0.352083;0.647917;
0;0;0.5875;0.4125;0;
0;0;0;0;1;
0;0;0.710417;0.289583;0;
0;0;0;0;1;
0;0.0125;0.9875;0;0;
0;0;0;0;1;
0;0;0.947917;0.0520833;0;
0;0;0;0;1;
0;0.0770833;0.922917;0;0;
0;0;0;0;1;
0;0;0.941667;0.0583333;0;
0;0;0;0;1;
0;0.0583333;0.941667;0;0;
0;0;0;0;1;
0;0;0.885417;0.114583;0;
0;0;0;0;1;
0;0;0.920833;0.0791667;0;
0;0;0;0;1;
0;0;0.670833;0.329167;0;
0;0;0;0;1;
0;0;0.6875;0.3125;0;
0;0;0;0;1;
0;0;0.516667;0.483333;0;
0;0;0;0;1;
0;0;0.589583;0.410417;0;
0;0;0;0;1;
0;0;0.466667;0.533333;0;
0;0;0;0;1;
0;0;0.589583;0.410417;0;
0;0;0;0;1;
0;0;0.466667;0.533333;0;
0;0;0;0;1;
0;0;0.547917;0.452083;0;
0;0;0;0;1;
0;0;0.35625;0.64375;0;
0;0;0;0;1;
0;0;0.354167;0.645833;0;
0;0;0;0;1;
0;0;0.19375;0.80625;0;
0;0;0;0;1;
0;0;0.360417;0.639583;0;
0;0;0;0;1;
0;0;0.385417;0.614583;0;
0;0;0;0;1;
0;0;0.595833;0.404167;0;
0;0;0;0;1;
0;0;0.416667;0.583333;0;
0;0;0;0;1;
0;0;0.379167;0.620833;0;
0;0;0;0;1;
0;0;0.0395833;0.960417;0;
0;0;0;0;1;
0;0;0.1125;0.8875;0;
0;0;0;0;1;
0;0;0.183333;0.816667;0;
0;0;0;0.114583;0.885417;
0;0;0.5375;0.4625;0;
0;0;0;0;1;
0;0;0.547917;0.452083;0;
0;0;0;0;1;
0;0;0.622917;0.377083;0;
0;0;0;0;1;
0;0;0.252083;0.747917;0;
0;0;0;0;1;
0;0;0.2375;0.7625;0;
0;0;0;0;1;
0;0;0.214583;0.785417;0;
0;0;0;0.0333333;0.966667;
0;0;0.58125;0.41875;0;
0;0;0;0;1;
0;0;0.614583;0.385417;0;
0;0;0;0;1;
0;0;0.685417;0.314583;0;
0;0;0;0;1;
0;0;0.389583;0.610417;0;
0;0;0;0;1;
0;0;0.397917;0.602083;0;
0;0;0;0;1;
0;0;0.360417;0.639583;0;
0;0;0;0;1;
0;0;0.658333;0.341667;0;
0;0;0;0;1;
0;0;0.614583;0.385417;0;
0;0;0;0;1;
0;0;0.708333;0.291667;0;
0;0;0;0;1;
0;0;0.502083;0.497917;0;
0;0;0;0;1;
0;0;0.539583;0.460417;0;
0;0;0;0;1;
0;0;0.514583;0.485417;0;
0;0;0;0;1;
0;0;0.79375;0.20625;0;
0;0;0;0;1;
0;0;0.73125;0.26875;0;
0;0;0;0;1;
0;0;0.81875;0.18125;0;
0;0;0;0;1;
0;0;0.60625;0.39375;0;
0;0;0;0;1;
0;0;0.647917;0.352083;0;
0;0;0;0;1;
0;0;0.533333;0.466667;0;
0;0;0;0;1;
0;0;0.758333;0.241667;0;
0;0;0;0;1;
0;0;0.739583;0.260417;0;
0;0;0;0;1;
0;0;0.872917;0.127083;0;
0;0;0;0;1;
0;0;0.664583;0.335417;0;
0;0;0;0;1;
0;0;0.639583;0.360417;0;
0;0;0;0;1;
0;0;0.395833;0.604167;0;
0;0;0;0;1;
0;0;0.51875;0.48125;0;
