PS100;PS80;PS60;PS40;PS20
1;0;0;0;0;
0;0.257;0.383;0.36;0;
1;0;0;0;0;
0.027;0.216;0.757;0;0;
1;0;0;0;0;
0;0;0.368;0.632;0;
1;0;0;0;0;
0.014;0.118;0.433;0.435;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.019;0.135;0.286;0.56;0;
1;0;0;0;0;
0;0;0.235;0.765;0;
1;0;0;0;0;
0.012;0.105;0.739;0.144;0;
1;0;0;0;0;
0;0;0.51;0.49;0;
1;0;0;0;0;
0.01;0.297;0.693;0;0;
1;0;0;0;0;
0;0.156;0.369;0.475;0;
1;0;0;0;0;
0.024;0.272;0.704;0;0;
1;0;0;0;0;
0;0;0.513;0.487;0;
1;0;0;0;0;
0.035;0.164;0.386;0.415;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.021;0.139;0.259;0.581;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.015;0.128;0.29;0.567;0;
1;0;0;0;0;
0;0;0.06;0.94;0;
1;0;0;0;0;
0.016;0.129;0.408;0.447;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.016;0.156;0.25;0.578;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.003;0.075;0.432;0.49;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0.089;0.324;0.587;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0;0.156;0.244;0.6;0;
1;0;0;0;0;
0;0;0;1;0;
1;0;0;0;0;
0.005;0.107;0.485;0.403;0;
1;0;0;0;0;
0;0;0.109;0.891;0;
1;0;0;0;0;
0.005;0.099;0.491;0.405;0;
1;0;0;0;0;
0;0;0.114;0.886;0;
1;0;0;0;0;
0.021;0.149;0.375;0.455;0;
1;0;0;0;0;
0;0;0.12;0.88;0;
1;0;0;0;0;
0.019;0.149;0.317;0.515;0;
1;0;0;0;0;
0;0;0.072;0.928;0;
1;0;0;0;0;
0.022;0.15;0.368;0.46;0;
1;0;0;0;0;
0;0;0.182;0.818;0;
1;0;0;0;0;
0.036;0.15;0.313;0.501;0;
1;0;0;0;0;
0;0;0.094;0.906;0;
1;0;0;0;0;
0.03;0.132;0.491;0.347;0;
1;0;0;0;0;
0;0;0.213;0.787;0;
1;0;0;0;0;
0.03;0.139;0.509;0.322;0;
1;0;0;0;0;
0;0;0.415;0.585;0;
1;0;0;0;0;
0.053;0.159;0.478;0.31;0;
1;0;0;0;0;
0;0;0.411;0.589;0;
1;0;0;0;0;
0.038;0.136;0.811;0.015;0;
1;0;0;0;0;
0;0;0.545;0.455;0;
1;0;0;0;0;
0.055;0.135;0.639;0.171;0;
1;0;0;0;0;
0;0;0.41;0.59;0;
1;0;0;0;0;
0.053;0.145;0.501;0.301;0;
1;0;0;0;0;
0;0;0.248;0.752;0;
1;0;0;0;0;
0.034;0.163;0.373;0.43;0;
1;0;0;0;0;
0;0;0.273;0.727;0;
1;0;0;0;0;
0.03;0.169;0.385;0.416;0;
1;0;0;0;0;
0;0;0.16;0.84;0;
1;0;0;0;0;
0.019;0.116;0.296;0.569;0;
1;0;0;0;0;
0;0;0.025;0.975;0;
1;0;0;0;0;
0.008;0.116;0.371;0.505;0;
