PS100;PS80;PS60;PS40;PS20
0;0.135;0.865;0;0;
0;0.145;0.855;0;0;
0;0.613;0.387;0;0;
0;0.166;0.834;0;0;
0.138;0.862;0;0;0;
0;0;0.877;0.123;0;
0.212;0.788;0;0;0;
0;0;0.7;0.3;0;
0;0.709;0.291;0;0;
0;0;0.593;0.407;0;
0;0.475;0.525;0;0;
0;0.474;0.526;0;0;
0.093;0.907;0;0;0;
0;0.125;0.875;0;0;
0.409;0.591;0;0;0;
0;0;0.358;0.642;0;
0;0.26;0.74;0;0;
0;0;0.644;0.356;0;
0;0.403;0.597;0;0;
0;0.488;0.512;0;0;
0.23;0.77;0;0;0;
0;0.11;0.89;0;0;
0.511;0.489;0;0;0;
0;0;0.297;0.703;0;
0;0.117;0.883;0;0;
0;0;0.669;0.331;0;
0;0.218;0.782;0;0;
0;0.541;0.459;0;0;
0.179;0.821;0;0;0;
0;0;0.961;0.039;0;
0.297;0.703;0;0;0;
0;0;0.547;0.453;0;
0;0.484;0.516;0;0;
0;0;0.489;0.511;0;
0;0.141;0.859;0;0;
0;0.723;0.277;0;0;
0.023;0.977;0;0;0;
0;0.27;0.73;0;0;
0.21;0.79;0;0;0;
0;0;0.825;0.175;0;
0;0.808;0.192;0;0;
0;0;0.592;0.408;0;
0;0.567;0.433;0;0;
0;0.373;0.627;0;0;
0;0.994;0.006;0;0;
0;0;0.971;0.029;0;
0.084;0.916;0;0;0;
0;0;0.978;0.022;0;
0;0.985;0.015;0;0;
0;0;0.749;0.251;0;
0;0.831;0.169;0;0;
0;0.269;0.731;0;0;
0.07;0.93;0;0;0;
0;0;0.864;0.136;0;
0.076;0.924;0;0;0;
0;0.003;0.997;0;0;
0.046;0.954;0;0;0;
0;0;0.739;0.261;0;
0;0.909;0.091;0;0;
0;0.268;0.732;0;0;
0.065;0.935;0;0;0;
0;0;0.916;0.084;0;
0.186;0.814;0;0;0;
0;0;0.734;0.266;0;
0;0.728;0.272;0;0;
0;0;0.657;0.343;0;
0;0.638;0.362;0;0;
0;0.304;0.696;0;0;
0;0.98;0.02;0;0;
0;0.066;0.934;0;0;
0.241;0.759;0;0;0;
0;0;0.592;0.408;0;
0;0.494;0.506;0;0;
0;0;0.614;0.386;0;
0;0.327;0.673;0;0;
0;0.55;0.45;0;0;
0.163;0.837;0;0;0;
0;0.008;0.992;0;0;
0.272;0.728;0;0;0;
0;0;0.535;0.465;0;
0;0.425;0.575;0;0;
0;0;0.56;0.44;0;
0;0.29;0.71;0;0;
0;0.611;0.389;0;0;
0.15;0.85;0;0;0;
0;0.046;0.954;0;0;
0.376;0.624;0;0;0;
0;0;0.406;0.594;0;
0;0.225;0.775;0;0;
0;0;0.595;0.405;0;
0;0.169;0.831;0;0;
0;0.662;0.338;0;0;
0.252;0.748;0;0;0;
0;0.137;0.863;0;0;
0.529;0.471;0;0;0;
0;0;0.265;0.735;0;
0;0.119;0.881;0;0;
0;0;0.646;0.354;0;
0;0.231;0.769;0;0;
0;0.608;0.392;0;0;
0.216;0.784;0;0;0;
0;0.168;0.832;0;0;
0.497;0.503;0;0;0;
0;0;0.226;0.774;0;
0;0;0.983;0.017;0;
0;0;0.609;0.391;0;
0;0.02;0.98;0;0;
0;0.766;0.234;0;0;
0.23;0.77;0;0;0;
0;0.195;0.805;0;0;
0.486;0.514;0;0;0;
0;0;0.157;0.843;0;
0;0;0.81;0.19;0;
0;0;0.248;0.752;0;
0;0;0.262;0.738;0;
0;0.379;0.621;0;0;
0;0.932;0.068;0;0;
0;0;0.95;0.05;0;
0.229;0.771;0;0;0;
0;0;0.622;0.378;0;
