PS100;PS80;PS60;PS40;PS20
1;0;0;0;0;
0;0.8125;0.1875;0;0;
1;0;0;0;0;
0.160417;0.839583;0;0;0;
1;0;0;0;0;
0;0.33125;0.66875;0;0;
1;0;0;0;0;
0;0.68125;0.31875;0;0;
1;0;0;0;0;
0;0;0.491667;0.508333;0;
1;0;0;0;0;
0;0;0.908333;0.0916667;0;
0.747917;0.252083;0;0;0;
0;0;0.308333;0.691667;0;
1;0;0;0;0;
0;0;0.416667;0.583333;0;
0.883333;0.116667;0;0;0;
0;0;0;0.65625;0.34375;
1;0;0;0;0;
0;0;0.10625;0.89375;0;
1;0;0;0;0;
0;0;0;0.4625;0.5375;
1;0;0;0;0;
0;0;0.0875;0.9125;0;
1;0;0;0;0;
0;0;0;0.608333;0.391667;
1;0;0;0;0;
0;0;0.227083;0.772917;0;
1;0;0;0;0;
0;0;0;0.56875;0.43125;
1;0;0;0;0;
0;0;0;0.995833;0.00416667;
1;0;0;0;0;
0;0;0;0.239583;0.760417;
1;0;0;0;0;
0;0;0;0.810417;0.189583;
1;0;0;0;0;
0;0;0;0.141667;0.858333;
1;0;0;0;0;
0;0;0;0.760417;0.239583;
1;0;0;0;0;
0;0;0;0.120833;0.879167;
1;0;0;0;0;
0;0;0;0.8625;0.1375;
1;0;0;0;0;
0;0;0;0.416667;0.583333;
1;0;0;0;0;
0;0;0.197917;0.802083;0;
1;0;0;0;0;
0;0;0;0.327083;0.672917;
1;0;0;0;0;
0;0;0;0.670833;0.329167;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0.335417;0.664583;
1;0;0;0;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;0;0.816667;0.183333;
1;0;0;0;0;
0;0;0;0.24375;0.75625;
1;0;0;0;0;
0;0;0;0.879167;0.120833;
1;0;0;0;0;
0;0;0;0.21875;0.78125;
1;0;0;0;0;
0;0;0;0.95625;0.04375;
1;0;0;0;0;
0;0;0;0.370833;0.629167;
1;0;0;0;0;
0;0;0;0.897917;0.102083;
1;0;0;0;0;
0;0;0;0.216667;0.783333;
1;0;0;0;0;
0;0;0;0.8875;0.1125;
1;0;0;0;0;
0;0;0;0.345833;0.654167;
1;0;0;0;0;
0;0;0.175;0.825;0;
1;0;0;0;0;
0;0;0;0.63125;0.36875;
1;0;0;0;0;
0;0;0.335417;0.664583;0;
1;0;0;0;0;
0;0;0;0.533333;0.466667;
1;0;0;0;0;
0;0;0;0.791667;0.208333;
1;0;0;0;0;
0;0;0;0.2375;0.7625;
1;0;0;0;0;
0;0;0.05625;0.94375;0;
1;0;0;0;0;
0;0;0;0.635417;0.364583;
1;0;0;0;0;
0;0;0.272917;0.727083;0;
1;0;0;0;0;
0;0;0;0.608333;0.391667;
1;0;0;0;0;
0;0;0.0875;0.9125;0;
1;0;0;0;0;
0;0;0;0.46875;0.53125;
1;0;0;0;0;
0;0;0.2;0.8;0;
1;0;0;0;0;
0;0;0;0.84375;0.15625;
1;0;0;0;0;
0;0;0.5875;0.4125;0;
1;0;0;0;0;
0;0;0.0104167;0.989583;0;
1;0;0;0;0;
0;0;0.464583;0.535417;0;
1;0;0;0;0;
0;0;0;0.522917;0.477083;
1;0;0;0;0;
0;0;0;0.952083;0.0479167;
1;0;0;0;0;
0;0;0;0.316667;0.683333;
1;0;0;0;0;
0;0;0.104167;0.895833;0;
